band,name,value
467,comp_1,0.15599341399909727
467,comp_2,0.1289565492700718
467,comp_3,0.5374383831917982
477,comp_1,0.1600685078692311
477,comp_2,0.1360820969860868
477,comp_3,0.45794884090283844
487,comp_1,0.165024121450286
487,comp_2,0.11129692823533104
487,comp_3,0.3767144231095572
498,comp_1,0.1673440265491318
498,comp_2,0.11861244060604441
498,comp_3,0.29102678725903486
508,comp_1,0.16945261530881053
508,comp_2,0.12679428313552027
508,comp_3,0.17223402025561052
518,comp_1,0.17132562391435135
518,comp_2,0.11585215919721167
518,comp_3,0.012817442854909556
528,comp_1,0.1681955061507235
528,comp_2,0.16535243895083024
528,comp_3,-0.05356505121767786
539,comp_1,0.16286504337964383
539,comp_2,0.216734779826556
539,comp_3,-0.1301597172374223
549,comp_1,0.1598167169229668
549,comp_2,0.23765719577596675
549,comp_3,-0.1749397664267424
559,comp_1,0.15859997447211294
559,comp_2,0.24365902049501548
559,comp_3,-0.1995433962979552
569,comp_1,0.15925208325195053
569,comp_2,0.24104313530702837
569,comp_3,-0.20303085704067989
580,comp_1,0.15948255845893908
580,comp_2,0.2358075794300142
580,comp_3,-0.21975828424353325
590,comp_1,0.16218738172706235
590,comp_2,0.22130874237656417
590,comp_3,-0.1442492263671454
600,comp_1,0.1699621378025086
600,comp_2,0.1324429043448663
600,comp_3,-0.09713429685223947
610,comp_1,0.1726174601525016
610,comp_2,0.07705811906135333
610,comp_3,-0.07448226478824675
621,comp_1,0.17321250674703284
621,comp_2,0.0545601328034525
621,comp_3,-0.06326287644190451
631,comp_1,0.17337872004947932
631,comp_2,0.04603593701318941
631,comp_3,-0.0614437551403112
641,comp_1,0.17339909635351294
641,comp_2,0.04597007095428464
641,comp_3,-0.06699192771654064
651,comp_1,0.1730279285647568
651,comp_2,0.05699713210822056
651,comp_3,-0.03786627061048366
662,comp_1,0.17378619734527392
662,comp_2,-0.010428174231126292
662,comp_3,-0.0033397063174584497
672,comp_1,0.1726555362568832
672,comp_2,-0.06297255112955695
672,comp_3,0.024090590983798416
682,comp_1,0.1722900356030397
682,comp_2,-0.07711246255559047
682,comp_3,0.007997057181682329
703,comp_1,0.17284878666431938
703,comp_2,-0.012053074855854936
703,comp_3,-0.05545712903639014
712,comp_1,0.17180520196719906
712,comp_2,-0.08171830758843703
712,comp_3,0.010895526179666453
733,comp_1,0.16807268665088013
733,comp_2,-0.15836425987673508
733,comp_3,0.03752975709579099
743,comp_1,0.1676575103577935
743,comp_2,-0.17675989762187594
743,comp_3,-0.021630923602100015
754,comp_1,0.166725831994343
754,comp_2,-0.18787954596268489
754,comp_3,-0.023754455505578535
771,comp_1,0.16702313593500231
771,comp_2,-0.18336084688943327
771,comp_3,-0.04260286106843087
781,comp_1,0.16650600560017795
781,comp_2,-0.19015889340061384
781,comp_3,-0.03539789578160674
792,comp_1,0.16635427880278156
792,comp_2,-0.1922940760349765
792,comp_3,-0.02818888052158054
803,comp_1,0.16607110333397998
803,comp_2,-0.19495139963532526
803,comp_3,-0.03480452488233599
833,comp_1,0.16301928708532032
833,comp_2,-0.2247908286444115
833,comp_3,-0.010932733055202593
844,comp_1,0.16219650065046143
844,comp_2,-0.23269155183043083
844,comp_3,-0.019302048641669938
854,comp_1,0.16194242475670972
854,comp_2,-0.23335925226756646
854,comp_3,-0.026719195936422854
864,comp_1,0.16176442925892567
864,comp_2,-0.2323330440207874
864,comp_3,-0.03839543051999947
875,comp_1,0.16119124735190857
875,comp_2,-0.23615202594442294
875,comp_3,-0.04149484037810416
