band,name,value
407,comp_1,0.1692000866650861
407,comp_2,0.12020135066759867
407,comp_3,0.06345630314595614
407,comp_4,0.12194604510717023
407,comp_5,0.16126238182097916
407,comp_6,0.050630554632258074
407,comp_7,0.2586861309307666
407,comp_8,0.2427881725085788
407,comp_9,0.08452329416068007
407,comp_10,0.13536878156963705
416,comp_1,0.18495506965885167
416,comp_2,0.048649639006729084
416,comp_3,0.016017302530030877
416,comp_4,0.12162936201438282
416,comp_5,0.008171716173129685
416,comp_6,0.1174047105012622
416,comp_7,0.28771462727633307
416,comp_8,0.17518750859956228
416,comp_9,0.18760578038793888
416,comp_10,0.09551031695325816
424,comp_1,0.1856285629610938
424,comp_2,0.03599431220753216
424,comp_3,-0.012630149621820087
424,comp_4,0.10126542763683216
424,comp_5,0.12926878251468388
424,comp_6,0.09217585378501361
424,comp_7,0.23295791642422772
424,comp_8,0.1331590280056056
424,comp_9,0.3240907663542786
424,comp_10,0.0396960148257261
431,comp_1,0.18168976159980554
431,comp_2,-0.07106751459205198
431,comp_3,-0.009366791763195116
431,comp_4,0.1276189830904762
431,comp_5,0.04074153371225193
431,comp_6,0.0550087924858307
431,comp_7,0.24671672464598168
431,comp_8,0.13683920464672775
431,comp_9,0.26152112934355937
431,comp_10,-0.06487809851845522
439,comp_1,0.14921624215521712
439,comp_2,-0.18255175783889405
439,comp_3,-0.05535773113735822
439,comp_4,0.10346804830798478
439,comp_5,-0.12336748813934699
439,comp_6,0.03707747958251156
439,comp_7,0.19205240669477253
439,comp_8,0.06678955173519349
439,comp_9,0.1720637654822974
439,comp_10,-0.15170433997141278
446,comp_1,0.11016435966936722
446,comp_2,-0.24286344453795783
446,comp_3,-0.05563767112123988
446,comp_4,0.10114052510632163
446,comp_5,-0.2644664244030318
446,comp_6,0.027463535086070204
446,comp_7,0.19462579806892213
446,comp_8,0.011690783582275443
446,comp_9,0.05583207663081069
446,comp_10,-0.08561005344087998
453,comp_1,0.07800352053145042
453,comp_2,-0.2562411289471828
453,comp_3,-0.16683388241059283
453,comp_4,-0.03796687090691017
453,comp_5,-0.08273899389672133
453,comp_6,0.07262108433668334
453,comp_7,-0.008534085018290956
453,comp_8,0.11344331176438242
453,comp_9,0.13881825946225088
453,comp_10,0.1017490784289133
461,comp_1,0.031960034728973796
461,comp_2,-0.2879494969918714
461,comp_3,-0.15226808772826111
461,comp_4,-0.05684528211531659
461,comp_5,-0.088661772983678
461,comp_6,0.03292816708525406
461,comp_7,-0.04844445653836757
461,comp_8,-0.0080676613423876
461,comp_9,0.07970693452272254
461,comp_10,-0.181295921246289
468,comp_1,-0.01777648985222005
468,comp_2,-0.25756397171988105
468,comp_3,-0.21602459600789067
468,comp_4,-0.14214772646198245
468,comp_5,0.08988652855436524
468,comp_6,0.05107421099887239
468,comp_7,-0.16168002547192936
468,comp_8,0.08654962455268136
468,comp_9,0.07082616840215358
468,comp_10,0.08791832001764664
475,comp_1,-0.04870598647183355
475,comp_2,-0.253794617543767
475,comp_3,-0.20020013793811714
475,comp_4,-0.1558172428909638
475,comp_5,0.06633322834064442
475,comp_6,0.06448079898121054
475,comp_7,-0.14993115951537012
475,comp_8,0.15381458468066006
475,comp_9,0.0011686552296346943
475,comp_10,0.0838302924934196
483,comp_1,-0.027494165719985225
483,comp_2,-0.2871344159558429
483,comp_3,-0.15230082297735234
483,comp_4,-0.04128880781679451
483,comp_5,-0.18891004143193593
483,comp_6,0.030419089337103293
483,comp_7,0.10612987086359209
483,comp_8,-0.19741286300040164
483,comp_9,0.02314257425990816
483,comp_10,-0.09623098105206254
490,comp_1,-0.08130483678711414
490,comp_2,-0.26100243013461744
490,comp_3,-0.15569670055535642
490,comp_4,-0.09975193225756133
490,comp_5,0.05385445997444529
490,comp_6,0.054415203085470126
490,comp_7,-0.023973604901668367
490,comp_8,0.08792782835519375
490,comp_9,-0.05861863584357853
490,comp_10,-0.028491615506508756
497,comp_1,-0.10622842194115395
497,comp_2,-0.2262801436300656
497,comp_3,-0.15961934105914583
497,comp_4,-0.13248957683395643
497,comp_5,0.10719242525059419
497,comp_6,0.05534572381302755
497,comp_7,0.009415296744562679
497,comp_8,0.0845688486285009
497,comp_9,-0.01953778843806649
497,comp_10,0.04945721190695497
505,comp_1,-0.12885806985296808
505,comp_2,-0.215723765381595
505,comp_3,-0.09256250792331919
505,comp_4,-0.11166740792901095
505,comp_5,0.1486204393356846
505,comp_6,-0.02634866415130791
505,comp_7,0.08460767339708355
505,comp_8,0.1460613899017632
505,comp_9,-0.08207337034352599
505,comp_10,0.08873001113974485
512,comp_1,-0.15852714370202758
512,comp_2,-0.1509378267629689
512,comp_3,-0.03442067702648878
512,comp_4,-0.08646195651566295
512,comp_5,0.2008780100446168
512,comp_6,-0.08735173017773656
512,comp_7,0.3440903702834041
512,comp_8,-0.2114151339040337
512,comp_9,0.13310784386030494
512,comp_10,-0.028606624463956083
520,comp_1,-0.1739841264567749
520,comp_2,0.002240453123399759
520,comp_3,0.055737719667861466
520,comp_4,-0.1417617490583714
520,comp_5,0.39164352411482095
520,comp_6,-0.08848816090247524
520,comp_7,0.13480062680435267
520,comp_8,-0.0909068209957685
520,comp_9,0.17430640716570997
520,comp_10,-0.1401538504850244
527,comp_1,-0.1755584121124413
527,comp_2,0.02763466859486554
527,comp_3,0.059445941548120454
527,comp_4,-0.21764423823766524
527,comp_5,0.25542965472313295
527,comp_6,0.0040577790062133225
527,comp_7,0.015366263211508913
527,comp_8,0.1521063404105249
527,comp_9,0.0868081024393594
527,comp_10,0.05482627579152825
535,comp_1,-0.176661260343003
535,comp_2,-0.01683431977850281
535,comp_3,0.12763733119870843
535,comp_4,-0.19287117078905763
535,comp_5,-0.01806082763382228
535,comp_6,-0.025542663784221993
535,comp_7,0.12944088869641696
535,comp_8,0.014779623827929814
535,comp_9,0.05363146806794665
535,comp_10,0.07292868100144667
543,comp_1,-0.16630463405257945
543,comp_2,-0.05278814473617947
543,comp_3,0.16768034984850377
543,comp_4,-0.167730237637165
543,comp_5,-0.17362505823710536
543,comp_6,-0.07414430451425826
543,comp_7,0.16430713504714978
543,comp_8,-0.026787445861979585
543,comp_9,0.04034775792949667
543,comp_10,0.1125057108554253
551,comp_1,-0.17019501514183255
551,comp_2,-0.015091383913934428
551,comp_3,0.16379927546725165
551,comp_4,-0.18700898482074635
551,comp_5,-0.11776178497278465
551,comp_6,-0.07622164837231973
551,comp_7,0.08233751077327844
551,comp_8,-0.026585777107359577
551,comp_9,0.1276852872420659
551,comp_10,0.09226531545311961
559,comp_1,-0.1659274778174945
559,comp_2,-0.04028883257187348
559,comp_3,0.18026660246509216
559,comp_4,-0.14916148925336956
559,comp_5,-0.19988371894356705
559,comp_6,-0.09107340375448306
559,comp_7,0.11375244775348295
559,comp_8,-0.04327715726568888
559,comp_9,0.12298585025806068
559,comp_10,0.08602486738591887
567,comp_1,-0.1723474383578722
567,comp_2,-0.028820364344588678
567,comp_3,0.16950478540517377
567,comp_4,-0.14097953405122343
567,comp_5,-0.12123481865899229
567,comp_6,-0.07187289612443817
567,comp_7,0.06084329149557679
567,comp_8,0.03172171588796188
567,comp_9,0.1295888156216053
567,comp_10,0.06353226960747353
575,comp_1,-0.16047160580232372
575,comp_2,-0.0502358630310142
575,comp_3,0.21402676819651517
575,comp_4,-0.08003581864517936
575,comp_5,-0.20745955178619654
575,comp_6,-0.019216615794125744
575,comp_7,0.12347080475198934
575,comp_8,0.08604811947003274
575,comp_9,0.01990682254456115
575,comp_10,0.03441964619484193
584,comp_1,-0.15343036234872418
584,comp_2,-0.018650891934488593
584,comp_3,0.25359019285092294
584,comp_4,-0.026545392406132663
584,comp_5,-0.1360041934619173
584,comp_6,0.06297505774369802
584,comp_7,0.11875617405758697
584,comp_8,0.13049715949119506
584,comp_9,-0.03187834053727304
584,comp_10,-0.08584613743241121
592,comp_1,-0.13179335428457836
592,comp_2,-0.10068228381103884
592,comp_3,0.223029015085795
592,comp_4,0.12871296741526062
592,comp_5,0.3650051808809146
592,comp_6,-0.12281854451250292
592,comp_7,-0.06905421284089934
592,comp_8,0.28540410023707663
592,comp_9,-0.03851384384160446
592,comp_10,-0.3010213321014897
601,comp_1,-0.17893790101626156
601,comp_2,-0.03298412192171707
601,comp_3,0.1321361489018251
601,comp_4,0.10126631117756663
601,comp_5,0.01729743445424686
601,comp_6,0.11929006762043243
601,comp_7,-0.13415359787430314
601,comp_8,0.17592619684079666
601,comp_9,0.04790385138771579
601,comp_10,-0.18791606046795484
610,comp_1,-0.18363217161773476
610,comp_2,-0.023985318911978963
610,comp_3,0.07291814578201877
610,comp_4,0.12000628017439814
610,comp_5,-0.009775519297835862
610,comp_6,0.22023608085125987
610,comp_7,-0.10857484748997852
610,comp_8,0.20515338498948993
610,comp_9,0.03966418584523598
610,comp_10,-0.1603943912246347
619,comp_1,-0.18355805536104247
619,comp_2,-0.029392867247584838
619,comp_3,0.03564200444210861
619,comp_4,0.1296535174032565
619,comp_5,-0.050365524425954246
619,comp_6,0.278573136162632
619,comp_7,-0.05567320585409361
619,comp_8,0.242254831864834
619,comp_9,-0.048482848547299104
619,comp_10,-0.05472180638232108
628,comp_1,-0.17134670683920197
628,comp_2,-0.0734381967745006
628,comp_3,0.04011569861530322
628,comp_4,0.2004557197961572
628,comp_5,-0.2031408287572904
628,comp_6,0.2115203299473953
628,comp_7,0.06958362189037781
628,comp_8,0.15073926847648977
628,comp_9,-0.206899178191788
628,comp_10,0.057613203214305055
637,comp_1,-0.18364584017184069
637,comp_2,-0.011283268357325744
637,comp_3,0.03500018430132157
637,comp_4,0.16957773552003885
637,comp_5,-0.052388866324745605
637,comp_6,0.21631948376768773
637,comp_7,-0.017101088672103817
637,comp_8,0.0689219127687698
637,comp_9,-0.048701244267335575
637,comp_10,-0.04313800866956547
646,comp_1,-0.1608866024434827
646,comp_2,-0.10179344276654442
646,comp_3,0.08686262950392376
646,comp_4,0.271314030632618
646,comp_5,-0.045080957768352053
646,comp_6,0.00781382818071989
646,comp_7,0.07797996858910622
646,comp_8,-0.07431184281991735
646,comp_9,-0.06127638668274504
646,comp_10,-0.028366998851933518
655,comp_1,-0.1724154877649889
655,comp_2,-0.041383879414703784
655,comp_3,0.030729667491946194
655,comp_4,0.24100597818484595
655,comp_5,0.15634124266159644
655,comp_6,0.020357415957631256
655,comp_7,0.06014090574226758
655,comp_8,-0.3340076978781513
655,comp_9,0.11039108757631326
655,comp_10,-0.23030572167739252
665,comp_1,-0.17657884116137515
665,comp_2,-0.017658745085600332
665,comp_3,-0.09359990641307665
665,comp_4,0.16163218963167092
665,comp_5,0.05289151544948443
665,comp_6,0.19413182942512144
665,comp_7,0.15708930640463978
665,comp_8,-0.37813636303133674
665,comp_9,-0.07228360774467897
665,comp_10,-0.014492285676746212
674,comp_1,-0.17244362506709626
674,comp_2,0.013758059921882962
674,comp_3,-0.14400482496506192
674,comp_4,0.13038890041043627
674,comp_5,0.1141607817029662
674,comp_6,0.23903770028752258
674,comp_7,0.12997268442322435
674,comp_8,-0.185133051026359
674,comp_9,-0.08908324559100786
674,comp_10,0.14207180147470796
684,comp_1,-0.17030929050604388
684,comp_2,0.0547095207749837
684,comp_3,-0.14006639751067754
684,comp_4,0.1378175362772514
684,comp_5,0.14276759388599422
684,comp_6,0.21262824820997983
684,comp_7,0.034691993137096463
684,comp_8,-0.09867304356568693
684,comp_9,0.03371752576489927
684,comp_10,0.26647969114483266
694,comp_1,-0.16333281246269937
694,comp_2,-0.060799285027877514
694,comp_3,-0.012437586472529304
694,comp_4,0.30195038804974655
694,comp_5,0.0696429948090531
694,comp_6,-0.1809383957785652
694,comp_7,-0.10141009679784599
694,comp_8,0.09181403800582004
694,comp_9,0.07865274615222684
694,comp_10,0.6204477438102118
704,comp_1,-0.16686643581944088
704,comp_2,-0.002104597952182069
704,comp_3,-0.0415754742541335
704,comp_4,0.2504171509571066
704,comp_5,-0.23179212006644584
704,comp_6,-0.21787885733693918
704,comp_7,-0.25507981348995373
704,comp_8,-0.040378038625916976
704,comp_9,0.43490178119412165
704,comp_10,0.06907919630418799
