"ImageDater","LakeID","AvgCI","MaxCI","AvgCA","MaxCA","CA_sd","CA_var","CA_skew","CA_kurt","HotCount","WarmCount","LukeWarmCount","CoolCount","ColdCount","TotalPix","ExpectedPix","NApercent","TimeStamp"
"2018-05-26",5371,0.003545642,0.0110662378397767,354564,1106623,212782.112,45276227206.334,0.684,3.268,0,141,323,361,362,364,391,6.91,2018-05-26
"2018-05-27",5371,0.006359169,0.0214783047413053,635916,2147830,312398.407,97592764610.809,1.516,6.536,6,291,375,376,376,376,391,3.84,2018-05-27
"2018-05-29",5371,0.010772818,0.0162929603263972,1077281,1629296,224445.969,50375992783.206,0.108,2.753,1,208,208,208,208,208,391,46.8,2018-05-29
"2018-05-31",5371,0.005669804,0.0120226443461741,566980,1202264,198176.432,39273898180.851,0.235,3.071,0,259,322,322,322,322,391,17.65,2018-05-31
"2018-06-04",5371,0.00767797,0.0141905752168909,767797,1419057,191234.94,36570802362.669,0.114,3.276,0,376,385,385,385,385,391,1.53,2018-06-04
"2018-06-06",5371,0.01062221,0.018706821403658,1062221,1870682,295253.294,87174507673.363,0.338,2.231,11,285,285,285,285,285,391,27.11,2018-06-06
"2018-06-07",5371,0.032504166,0.0685488226452661,3250416,6854882,1794613.065,3220636052408,0.009,1.757,301,380,388,388,388,388,391,0.77,2018-06-07
"2018-06-23",5371,0.004489632,0.00672976656284317,448963,672976,85913.43,7381117467.951,0.526,3.234,0,88,118,118,118,118,391,69.82,2018-06-23
"2018-06-29",5371,0.005235114,0.0192309172891016,523511,1923091,326133.147,106362829589.04,1.621,6.446,4,150,247,256,259,260,391,33.5,2018-06-29
"2018-06-30",5371,0.005227111,0.0138038426460288,522711,1380384,256498.144,65791297674.24,0.213,3.102,0,184,250,259,262,265,391,32.23,2018-06-30
"2018-07-07",5371,0.001715863,0.00285759054337495,171586,285759,70525.686,4973872357.854,-0.768,2.556,0,0,280,332,343,349,391,10.74,2018-07-07
"2018-07-08",5371,0.001606783,0.00346736850452532,160678,346736,85132.471,7247537696.033,-0.206,1.953,0,0,165,215,225,232,391,40.66,2018-07-08
"2018-07-15",5371,0.003657538,0.00554625712957911,365753,554625,67836.938,4601850130.282,-1.061,7.683,0,87,349,352,353,353,391,9.72,2018-07-15
"2018-07-23",5371,0.003934389,0.00672976656284317,393438,672976,61992.243,3843038132.497,-0.087,8.14,0,144,376,377,377,377,391,3.58,2018-07-23
"2018-07-24",5371,0.004270777,0.00711213513653329,427077,711213,95873.084,9191648220.008,0.339,2.992,0,171,295,295,295,295,391,24.55,2018-07-24
"2018-07-30",5371,0.003290656,0.00731139083483417,329065,731139,108207.874,11708944035.892,1.171,6.673,0,16,125,125,126,126,391,67.77,2018-07-30
"2018-08-22",5371,0.00082594,0.00159955802861467,82594,159955,27113.975,735167647.217,-0.569,3.888,0,0,45,185,188,194,391,50.38,2018-08-22
"2018-08-23",5371,0.001144342,0.00263026799189538,114434,263026,38381.254,1473120654.654,0.479,5.564,0,0,181,283,288,290,391,25.83,2018-08-23
"2018-09-04",5371,0.001690502,0.00570164272280747,169050,570164,74895.673,5609361839.595,1.658,9.602,0,2,132,141,145,145,391,62.92,2018-09-04
"2018-09-11",5371,0.004201534,0.0167494287602644,420153,1674942,264109.037,69753583538.373,1.604,6.177,1,159,380,390,390,390,391,0.26,2018-09-11
"2018-09-12",5371,0.003166571,0.0120226443461741,316657,1202264,186725.936,34866575188.353,2.055,8.837,0,70,365,378,379,380,391,2.81,2018-09-12
"2018-09-14",5371,0.004581484,0.0291071711806661,458148,2910717,380707.01,144937827186.456,1.924,8.565,5,157,381,391,391,391,391,0,2018-09-14
"2018-09-15",5371,0.0044053,0.0181970085860998,440529,1819700,348042.582,121133638928.347,1.426,4.435,3,142,385,386,386,386,391,1.28,2018-09-15
"2018-09-16",5371,0.006611652,0.0275422870333817,661165,2754228,606351.848,367662563573.169,1.701,5.154,22,112,219,220,220,221,391,43.48,2018-09-16
"2018-09-22",5371,0.00168608,0.00457088189614875,168607,457088,70388.156,4954492477.764,1.341,5.361,0,5,342,381,382,382,391,2.3,2018-09-22
"2018-09-23",5371,0.002715883,0.00691830970918936,271588,691830,106764.354,11398627277.097,1.088,4.381,0,43,386,389,389,389,391,0.51,2018-09-23
"2018-09-24",5371,0.003257429,0.00816582371358592,325742,816582,145007.786,21027258130.046,0.907,3.543,0,96,364,370,370,370,391,5.37,2018-09-24
"2018-09-26",5371,0.00202712,0.00619441075076781,202711,619441,106376.657,11315993174.86,1.047,3.999,0,19,335,376,377,379,391,3.07,2018-09-26
"2018-09-27",5371,0.001995114,0.00398107170553497,199511,398107,81704.367,6675603554.647,0.361,2.981,0,0,151,166,167,168,391,57.03,2018-09-27
"2018-10-04",5371,0.002112598,0.00586138164514028,211259,586138,70822.419,5015815082.501,1.769,8.864,0,10,377,388,388,388,391,0.77,2018-10-04
"2018-10-09",5371,0.003164468,0.0127057410520854,316446,1270574,171263.194,29331081556.042,2.342,11.65,0,38,223,225,227,228,391,41.69,2018-10-09
"2018-10-15",5371,0.001843992,0.00654636174067275,184399,654636,135275.902,18299569614.444,0.914,3.544,0,14,105,150,158,162,391,58.57,2018-10-15
"2018-10-16",5371,0.00098116,0.00366437574647833,98115,366437,63921.1,4085906980.384,0.99,4.317,0,0,140,291,324,332,391,15.09,2018-10-16
"2018-10-17",5371,0.001357666,0.00654636174067275,135766,654636,109569.887,12005560172.868,2.212,8.621,0,14,196,333,347,351,391,10.23,2018-10-17
"2018-10-21",5371,0.001288326,0.00887156012037961,128832,887156,136559.98,18648628227.586,2.707,11.474,0,17,122,292,309,316,391,19.18,2018-10-21
"2018-10-23",5371,0.000770621,0.00242102904673618,77062,242102,44575.638,1986987534.476,0.893,3.816,0,0,85,327,347,359,391,8.18,2018-10-23
"2018-10-24",5371,0.002273317,0.00420726628384444,227331,420726,86258.466,7440523005.751,-0.315,2.75,0,3,332,366,368,369,391,5.63,2018-10-24
"2018-11-01",5371,0.003816469,0.00963829023623971,381646,963829,231142.503,53426856678.733,0.452,2.136,0,106,220,236,238,238,391,39.13,2018-11-01
"2018-11-10",5371,0.000340493,0.00135518941235103,34049,135518,20367.741,414844854.24,1.196,5.506,0,0,2,154,219,254,391,35.04,2018-11-10
"2018-11-11",5371,0.000353545,0.00128233058265602,35354,128233,20118.719,404762864.494,1.005,4.713,0,0,3,202,279,317,391,18.93,2018-11-11
"2018-11-13",5371,0.000598491,0.0022284351492703,59849,222843,45584.318,2077930026.776,1.715,6.392,0,0,21,145,162,178,391,54.48,2018-11-13
"2018-11-14",5371,0.000271059,0.000847227414140596,27105,84722,17143.363,293894911.089,1.098,3.752,0,0,0,95,169,219,391,43.99,2018-11-14
"2018-11-15",5371,0.000321743,0.00118032063565173,32174,118032,20230.959,409291704.83,1.283,4.947,0,0,2,149,226,267,391,31.71,2018-11-15
"2018-11-18",5371,0.000250482,0.00143218789927354,25048,143218,17368.461,301663420.341,2.389,13.577,0,0,1,80,157,206,391,47.31,2018-11-18
"2018-12-07",5371,0.000246141,0.00114815362149688,24614,114815,17956.04,322419363.719,1.917,8.243,0,0,1,57,104,147,391,62.4,2018-12-07
"2018-12-15",5371,0.000220707,0.000642687717317019,22070,64268,14216.833,202118340.843,1.065,3.328,0,0,0,35,69,102,391,73.91,2018-12-15
"2019-06-26",5371,0.007948455,0.0246603933723434,794845,2466039,430835.894,185619567345.619,1.529,5.548,8,153,169,169,169,169,391,56.78,2019-06-26
"2019-06-27",5371,0.003646827,0.0134276496113786,364682,1342764,166256.012,27641061381.786,1.308,7.398,0,108,307,312,313,314,391,19.69,2019-06-27
"2019-06-29",5371,0.004148302,0.0162929603263972,414830,1629296,254991.86,65020848556.973,1.692,7.027,1,149,359,365,365,365,391,6.65,2019-06-29
"2019-07-02",5371,0.009626781,0.018706821403658,962678,1870682,207578.243,43088727087.975,0.803,5.177,1,142,142,142,142,142,391,63.68,2019-07-02
"2019-07-04",5371,0.004968676,0.00990831944892768,496867,990831,211147.286,44583176313.787,0.154,2.178,0,116,180,180,180,180,391,53.96,2019-07-04
"2019-07-07",5371,0.005566255,0.0120226443461741,556625,1202264,195149.369,38083276214.618,0.741,3.926,0,236,295,296,296,296,391,24.3,2019-07-07
"2019-07-08",5371,0.008439942,0.0172186857498601,843994,1721868,326833.481,106820124351.668,0.176,2.248,2,338,366,367,367,367,391,6.14,2019-07-08
"2019-07-10",5371,0.005441389,0.0127057410520854,544138,1270574,186197.719,34669590619.354,0.981,4.641,0,277,363,363,363,363,391,7.16,2019-07-10
"2019-07-11",5371,0.005464299,0.0101859138805412,546429,1018591,167631.313,28100257065.33,0.088,2.81,0,314,375,377,377,377,391,3.58,2019-07-11
"2019-07-12",5371,0.006732265,0.0181970085860998,673226,1819700,380801.646,145009893582.487,0.595,2.142,3,236,379,379,379,379,391,3.07,2019-07-12
"2019-07-13",5371,0.005017142,0.00887156012037961,501714,887156,150671.052,22701765865.23,0.194,2.974,0,74,112,112,112,112,391,71.36,2019-07-13
"2019-07-14",5371,0.002571029,0.00346736850452532,257102,346736,38177.696,1457536442.129,-0.291,3.8,0,0,231,231,231,231,391,40.92,2019-07-14
"2019-07-16",5371,0.002204757,0.00839459986519397,220475,839459,65533.171,4294596550.091,2.956,27.918,0,3,353,354,354,354,391,9.46,2019-07-16
"2019-07-19",5371,0.004075773,0.00751622894018205,407577,751622,87598.026,7673414206.189,0.073,5.734,0,180,363,364,365,365,391,6.65,2019-07-19
"2019-07-22",5371,0.005009365,0.00839459986519397,500936,839459,163816.01,26835685031.821,0.005,2.569,0,247,354,356,357,357,391,8.7,2019-07-22
"2019-07-23",5371,0.006696478,0.00887156012037961,669647,887156,94950.449,9015587704.704,-1.43,7.809,0,356,362,362,362,362,391,7.42,2019-07-23
"2019-07-24",5371,0.004896012,0.00816582371358592,489601,816582,116991.64,13687043820.358,0.2,4.438,0,315,368,369,370,370,391,5.37,2019-07-24
"2019-07-25",5371,0.004033316,0.00772680585095702,403331,772680,127922.01,16364040697.215,-0.201,4.245,0,149,326,331,333,335,391,14.32,2019-07-25
"2019-07-27",5371,0.002321704,0.00444631267469108,232170,444631,73032.15,5333694872.637,-0.731,3.792,0,2,289,309,310,311,391,20.46,2019-07-27
"2019-07-28",5371,0.005464448,0.00887156012037961,546444,887156,115536.413,13348662815.963,0.308,4.491,0,282,294,295,295,295,391,24.55,2019-07-28
"2019-07-29",5371,0.005298709,0.0145881426027535,529870,1458814,240730.483,57951165615.906,0.873,3.502,0,181,268,269,270,270,391,30.95,2019-07-29
"2019-07-30",5371,0.0051502,0.00963829023623971,515020,963829,246985.525,61001849436.214,0.044,1.641,0,186,318,321,323,323,391,17.39,2019-07-30
"2019-07-31",5371,0.009231674,0.0192309172891016,923167,1923091,258471.104,66807311670.633,1.366,5.382,8,321,323,323,323,323,391,17.39,2019-07-31
"2019-08-01",5371,0.007524021,0.0116949939101987,752402,1169499,174325.51,30389383463.732,-0.383,3.944,0,363,369,369,370,370,391,5.37,2019-08-01
"2019-08-02",5371,0.007943052,0.0197696964011186,794305,1976969,329113.459,108315669153.815,0.468,2.85,4,335,368,368,368,368,391,5.88,2019-08-02
"2019-08-03",5371,0.004541865,0.0116949939101987,454186,1169499,159772.377,25527212334.574,0.874,5.468,0,232,371,373,374,374,391,4.35,2019-08-03
"2019-08-04",5371,0.005617002,0.010471285480509,561700,1047128,121131.277,14672786286.694,0.215,6.891,0,350,377,378,378,378,391,3.32,2019-08-04
"2019-08-06",5371,0.006279545,0.010471285480509,627954,1047128,103477.277,10707546779.77,0.52,5.439,0,339,342,342,342,342,391,12.53,2019-08-06
"2019-08-07",5371,0.005824254,0.0123594743344451,582425,1235947,195105.761,38066257834.022,0.703,4.301,0,90,115,115,115,115,391,70.59,2019-08-07
"2019-08-08",5371,0.006625927,0.0113762728582343,662592,1137627,157947.367,24947370808.378,-0.9,4.687,0,350,383,383,384,384,391,1.79,2019-08-08
"2019-08-09",5371,0.006959073,0.0093756200692588,695907,937562,93472.274,8737066037.94,-2.011,11.086,0,373,380,380,380,380,391,2.81,2019-08-09
"2019-08-15",5371,0.008531338,0.0127057410520854,853133,1270574,172244.242,29668079073.908,-0.242,2.523,0,391,391,391,391,391,391,0,2019-08-15
"2019-08-17",5371,0.00930007,0.0141905752168909,930007,1419057,238681.348,56968785866.641,-0.16,1.808,0,156,156,156,156,156,391,60.1,2019-08-17
"2019-08-19",5371,0.010056849,0.0145881426027535,1005684,1458814,152764.156,23336887358.434,-0.132,3.06,0,391,391,391,391,391,391,0,2019-08-19
"2019-08-22",5371,0.008073281,0.0138038426460288,807328,1380384,290231.892,84234550864.358,-0.107,1.855,0,245,257,257,257,257,391,34.27,2019-08-22
"2019-08-23",5371,0.00791461,0.0110662378397767,791460,1106623,155973.573,24327755576.555,0.464,2.019,0,105,105,105,105,105,391,73.15,2019-08-23
"2019-08-24",5371,0.007298159,0.0127057410520854,729815,1270574,210491.682,44306748289.889,-0.187,3.782,0,244,256,256,257,257,391,34.27,2019-08-24
"2019-08-27",5371,0.005678019,0.0116949939101987,567801,1169499,98651.66,9732150093.906,0.525,11.551,0,382,384,385,385,386,391,1.28,2019-08-27
"2019-08-28",5371,0.004963918,0.00887156012037961,496391,887156,134036.567,17965801215.923,0.05,3.095,0,276,368,368,368,368,391,5.88,2019-08-28
"2019-08-29",5371,0.005126483,0.00990831944892768,512648,990831,82733.466,6844826395.491,1.604,10.911,0,376,378,379,379,379,391,3.07,2019-08-29
"2019-09-01",5371,0.00697481,0.0154170045294956,697481,1541700,213456.154,45563529680.172,0.723,4.164,0,347,377,378,378,378,391,3.32,2019-09-01
"2019-09-05",5371,0.005728396,0.00963829023623971,572839,963829,133044.626,17700872549.876,-0.103,2.867,0,336,385,385,385,385,391,1.53,2019-09-05
"2019-09-14",5371,0.009135261,0.0127057410520854,913526,1270574,151677.501,23006064413.639,-0.876,6.246,0,292,293,294,294,294,391,24.81,2019-09-14
"2019-09-16",5371,0.022757332,0.0549540873857624,2275733,5495408,1235438.308,1526307813524.7,0.587,2.38,229,379,383,383,383,383,391,2.05,2019-09-16
"2019-09-17",5371,0.007590091,0.0260615354999889,759009,2606153,491806.707,241873836985.863,0.976,3.447,24,265,386,386,386,386,391,1.28,2019-09-17
"2019-09-18",5371,0.008116875,0.0253512863049791,811687,2535128,529155.939,280006007452.16,0.82,2.545,49,301,384,387,388,388,391,0.77,2019-09-18
"2019-09-20",5371,0.015766576,0.0267916832481903,1576657,2679168,470789.147,221642421254.692,-0.011,2.424,141,280,280,280,280,280,391,28.39,2019-09-20
"2019-09-23",5371,0.006359235,0.0181970085860998,635923,1819700,180966.196,32748764029.533,2.385,12.38,1,382,391,391,391,391,391,0,2019-09-23
"2019-09-24",5371,0.005553717,0.0123594743344451,555371,1235947,124352.623,15463574838.211,0.279,5.148,0,347,387,388,388,388,391,0.77,2019-09-24
"2019-09-25",5371,0.004958733,0.0130617088813184,495873,1306170,268203.028,71932864420.724,1.243,3.549,0,91,190,190,190,190,391,51.41,2019-09-25
"2019-09-26",5371,0.005475796,0.0101859138805412,547579,1018591,152061.966,23122841420.318,-0.629,3.615,0,312,381,383,383,383,391,2.05,2019-09-26
"2019-09-30",5371,0.003593474,0.010471285480509,359347,1047128,119663.235,14319289924.319,2.163,11.255,0,76,294,294,294,294,391,24.81,2019-09-30
"2019-10-07",5371,0.00407878,0.0093756200692588,407877,937562,103150.366,10639998047.671,0.564,7.446,0,203,387,391,391,391,391,0,2019-10-07
"2019-10-08",5371,0.004455092,0.010471285480509,445509,1047128,118791.624,14111449940.967,-0.035,6.233,0,270,384,389,389,389,391,0.51,2019-10-08
"2019-10-09",5371,0.004217742,0.0113762728582343,421774,1137627,170935.59,29218976070.436,0.78,4.017,0,183,383,388,388,388,391,0.77,2019-10-09
"2019-10-12",5371,0.00355908,0.010471285480509,355907,1047128,108952.339,11870612117.983,1.12,7.294,0,111,386,387,388,388,391,0.77,2019-10-12
"2019-10-14",5371,0.002264266,0.00772680585095702,226426,772680,96384.617,9289994423.248,1.546,8.978,0,17,356,384,387,387,391,1.02,2019-10-14
"2019-10-16",5371,0.002190876,0.00602559586074357,219087,602559,86924.284,7555831107.344,1.364,6.411,0,9,134,137,138,138,391,64.71,2019-10-16
"2019-10-18",5371,0.002060947,0.00636795520907916,206094,636795,98301.278,9663141283.616,1.007,4.518,0,13,332,361,365,365,391,6.65,2019-10-18
"2019-10-19",5371,0.001752564,0.00277971326775929,175256,277971,70909.845,5028206111.626,-0.7,2.764,0,0,79,89,91,93,391,76.21,2019-10-19
"2019-10-23",5371,0.000885991,0.00366437574647833,88599,366437,47532.989,2259385038.027,0.988,6.904,0,0,158,323,348,358,391,8.44,2019-10-23
"2019-10-25",5371,0.000912104,0.00277971326775929,91210,277971,46015.534,2117429375.099,0.616,4.507,0,0,159,328,348,362,391,7.42,2019-10-25
"2019-10-27",5371,0.000520142,0.00169044093164326,52014,169044,29701.462,882176862.722,1.246,5.779,0,0,16,267,308,330,391,15.6,2019-10-27
"2019-10-29",5371,0.000558728,0.00554625712957911,55872,554625,62716.906,3933410279.536,5.484,39.275,0,3,10,206,244,258,391,34.02,2019-10-29
"2019-11-05",5371,0.00129793,0.00356451133426244,129793,356451,91268.16,8329877020.052,0.715,2.718,0,0,70,117,121,127,391,67.52,2019-11-05
"2019-11-07",5371,0.000569756,0.00432513831035009,56975,432513,39482.482,1558866367.63,3.57,30.729,0,1,20,255,291,316,391,19.18,2019-11-07
"2019-11-12",5371,0.000592339,0.00570164272280747,59233,570164,63785.442,4068582646.747,3.947,27.211,0,1,25,118,151,171,391,56.27,2019-11-12
"2019-12-06",5371,0.000312504,0.00199526231496888,31250,199526,31520.727,993556209.146,3.077,14.542,0,0,6,60,106,144,391,63.17,2019-12-06
"2019-12-10",5371,0.000457045,0.00229086765276777,45704,229086,39677.823,1574329638.328,1.948,7.519,0,0,10,83,105,127,391,67.52,2019-12-10
"2019-12-11",5371,0.000547131,0.00235504928389601,54713,235504,39263.526,1541624463.161,1.919,9.142,0,0,11,134,164,179,391,54.22,2019-12-11
"2019-12-15",5371,0.000412404,0.00108642562361706,41240,108642,27490.085,755704795.85,0.776,2.307,0,0,1,48,70,80,391,79.54,2019-12-15
"2020-06-16",5371,0.001272469,0.00248885731828239,127246,248885,49278.841,2428404156.147,-0.136,3.46,0,0,110,132,135,138,391,64.71,2020-06-16
"2020-06-17",5371,0.003512742,0.00772680585095702,351274,772680,142189.404,20217826641.232,0.854,3.615,0,51,201,204,204,205,391,47.57,2020-06-17
"2020-06-18",5371,0.003401292,0.0123594743344451,340129,1235947,210613.488,44358041192.956,0.922,3.861,0,87,246,267,269,271,391,30.69,2020-06-18
"2020-06-19",5371,0.004933598,0.0177010895831742,493359,1770108,337676.865,114025665030.083,0.736,2.988,1,164,280,304,305,306,391,21.74,2020-06-19
"2020-06-21",5371,0.008093559,0.0208929613085404,809355,2089296,366284.248,134164150441.349,1.231,4.908,16,310,349,349,349,349,391,10.74,2020-06-21
"2020-06-23",5371,0.003897194,0.00772680585095702,389719,772680,136556.036,18647550874.055,0.227,4.081,0,70,147,152,152,152,391,61.13,2020-06-23
"2020-06-24",5371,0.003089918,0.00794328234724281,308991,794328,142343.758,20261745343.107,0.248,2.539,0,99,328,340,341,342,391,12.53,2020-06-24
"2020-06-25",5371,0.006304791,0.0134276496113786,630479,1342764,232145.396,53891484907.677,0.078,2.889,0,303,368,370,370,370,391,5.37,2020-06-25
"2020-06-27",5371,0.005335727,0.0123594743344451,533572,1235947,199268.668,39708002151.339,0.699,3.065,0,158,238,238,238,238,391,39.13,2020-06-27
"2020-07-10",5371,0.001760726,0.00285759054337495,176072,285759,80779.915,6525394713.063,-0.473,1.93,0,0,78,97,101,102,391,73.91,2020-07-10
"2020-07-12",5371,0.001856334,0.00398107170553497,185633,398107,107596.724,11577054990.039,-0.095,1.781,0,0,124,162,166,172,391,56.01,2020-07-12
"2020-07-13",5371,0.002781844,0.00457088189614875,278184,457088,73478.489,5399088316.322,-1.613,7.155,0,5,226,234,237,238,391,39.13,2020-07-13
"2020-07-16",5371,0.003054709,0.00636795520907916,305470,636795,100751.443,10150853274.425,0.214,4.386,0,43,267,275,276,276,391,29.41,2020-07-16
"2020-07-17",5371,0.002873544,0.00654636174067275,287354,654636,98417.092,9685924066.209,0.458,5.804,0,29,311,323,324,326,391,16.62,2020-07-17
"2020-07-22",5371,0.004959481,0.00711213513653329,495948,711213,64288.593,4133023169.447,0.429,5.755,0,338,353,353,353,353,391,9.72,2020-07-22
"2020-07-23",5371,0.003641142,0.00711213513653329,364114,711213,96025.726,9220940082.961,-0.894,4.568,0,94,235,238,238,238,391,39.13,2020-07-23
"2020-07-24",5371,0.005444017,0.00794328234724281,544401,794328,81329.538,6614493735.289,-1.085,9.728,0,370,376,377,377,377,391,3.58,2020-07-24
"2020-07-26",5371,0.004117466,0.00469894108605215,411746,469894,25456.21,648018639.51,-0.494,3.063,0,86,121,121,121,121,391,69.05,2020-07-26
"2020-07-28",5371,0.004016056,0.00816582371358592,401605,816582,80904.052,6545465581.818,0.133,5.613,0,159,315,316,316,316,391,19.18,2020-07-28
"2020-07-29",5371,0.005776417,0.0093756200692588,577641,937562,73308.798,5374179871.646,0.13,10.111,0,367,372,372,372,372,391,4.86,2020-07-29
"2020-07-30",5371,0.00582299,0.00839459986519397,582299,839459,137048.92,18782406369.447,-1.076,4.633,0,264,296,298,298,298,391,23.79,2020-07-30
"2020-07-31",5371,0.005968652,0.0086297854776697,596865,862978,104591.739,10939431924.529,-1.836,9.993,0,352,362,363,364,364,391,6.91,2020-07-31
"2020-08-01",5371,0.006773143,0.00990831944892768,677314,990831,98782.489,9757980059.042,-1.126,9.049,0,372,378,378,378,378,391,3.32,2020-08-01
"2020-08-04",5371,0.005459362,0.0093756200692588,545936,937562,77916.008,6070904257.987,-0.154,12.484,0,375,379,380,380,380,391,2.81,2020-08-04
"2020-08-06",5371,0.007117835,0.0110662378397767,711783,1106623,134091.742,17980595401.423,-0.3,4.456,0,372,377,377,377,377,391,3.58,2020-08-06
"2020-08-07",5371,0.004630287,0.00731139083483417,463028,731139,94757.968,8979072450.069,-0.203,5.267,0,299,378,380,380,380,391,2.81,2020-08-07
"2020-08-08",5371,0.004494424,0.00711213513653329,449442,711213,90214.175,8138597332.397,-0.633,4.841,0,273,373,376,376,376,391,3.84,2020-08-08
"2020-08-10",5371,0.004291855,0.00672976656284317,429185,672976,74315.431,5522783259.446,-0.427,5.342,0,187,270,270,270,270,391,30.95,2020-08-10
"2020-08-11",5371,0.00558403,0.00839459986519397,558402,839459,93246.974,8694998189.913,-1.43,7.304,0,353,378,378,378,378,391,3.32,2020-08-11
"2020-08-12",5371,0.00638453,0.0101859138805412,638453,1018591,98808.272,9763074655.82,-0.594,11.588,0,372,377,378,378,378,391,3.32,2020-08-12
"2020-08-13",5371,0.005904918,0.00772680585095702,590491,772680,69324.119,4805833428.254,-1.93,12.749,0,212,216,216,216,216,391,44.76,2020-08-13
"2020-08-14",5371,0.005356463,0.0086297854776697,535646,862978,91989.256,8462023191.351,-0.124,4.573,0,348,373,373,373,373,391,4.6,2020-08-14
"2020-08-16",5371,0.004154335,0.00711213513653329,415433,711213,87580.475,7670339671.756,0.044,4.104,0,198,385,385,385,386,391,1.28,2020-08-16
"2020-08-18",5371,0.004355028,0.00794328234724281,435502,794328,112118.622,12570585478.889,0.558,4.183,0,205,349,350,350,350,391,10.49,2020-08-18
"2020-08-19",5371,0.004073686,0.00963829023623971,407368,963829,79275.095,6284540636.095,-0.12,12.748,0,207,380,380,381,382,391,2.3,2020-08-19
"2020-08-20",5371,0.00409233,0.00619441075076781,409232,619441,100226.625,10045376429.812,-0.588,3.164,0,209,370,372,372,372,391,4.86,2020-08-20
"2020-08-21",5371,0.003453273,0.00539510622515127,345327,539510,50440.232,2544217030.835,-1.37,11.614,0,21,378,380,380,380,391,2.81,2020-08-21
"2020-08-23",5371,0.003249331,0.0101859138805412,324933,1018591,56482.563,3190279923.791,4.168,65.413,0,10,379,380,381,381,391,2.56,2020-08-23
"2020-08-30",5371,0.002804356,0.00524807460249772,280435,524807,39323.27,1546319578.089,0.802,16.99,0,6,381,382,383,383,391,2.05,2020-08-30
"2020-09-02",5371,0.002495862,0.00711213513653329,249586,711213,66196.071,4381919879.144,2.849,15.179,0,14,380,381,381,381,391,2.56,2020-09-02
"2020-09-04",5371,0.002171254,0.00602559586074357,217125,602559,62702.908,3931654725.015,2.254,9.934,0,10,379,381,381,381,391,2.56,2020-09-04
"2020-09-05",5371,0.002649151,0.00539510622515127,264915,539510,59499.666,3540210285.941,1.781,6.868,0,20,384,385,385,385,391,1.53,2020-09-05
"2020-09-15",5371,0.004088373,0.00619441075076781,408837,619441,151047.707,22815409777.409,-1.038,3.125,0,106,146,155,157,157,391,59.85,2020-09-15
"2020-09-19",5371,0.00228256,0.00496592321450336,228255,496592,66816.547,4464450917.443,0.168,6.156,0,6,353,367,370,370,391,5.37,2020-09-19
"2020-09-20",5371,0.003333577,0.00751622894018205,333357,751622,181605.258,32980469850.442,0.161,2.245,0,30,78,91,91,91,391,76.73,2020-09-20
"2020-09-22",5371,0.003930519,0.00602559586074357,393051,602559,54633.454,2984814299.679,-1.009,8.386,0,166,366,367,367,367,391,6.14,2020-09-22
"2020-09-23",5371,0.004968375,0.00711213513653329,496837,711213,75282.099,5667394377.263,-2.156,13.474,0,371,384,386,386,386,391,1.28,2020-09-23
"2020-09-25",5371,0.002403939,0.00570164272280747,240393,570164,100497.276,10099702384.103,0.005,3.036,0,16,321,342,349,352,391,9.97,2020-09-25
"2020-10-02",5371,0.003378405,0.0127057410520854,337840,1270574,163309.819,26670096976.045,1.762,8.862,0,80,282,289,289,290,391,25.83,2020-10-02
"2020-10-04",5371,0.0016887,0.00524807460249772,168869,524807,67073.881,4498905482.685,0.707,7.006,0,3,308,352,356,360,391,7.93,2020-10-04
"2020-10-05",5371,0.001084193,0.00483058802039773,108419,483058,77455.916,5999418985.377,1.852,8.551,0,3,145,265,286,297,391,24.04,2020-10-05
"2020-10-06",5371,0.00161175,0.00496592321450336,161174,496592,70906.168,5027684644.124,0.631,5.237,0,3,295,357,367,369,391,5.63,2020-10-06
"2020-10-07",5371,0.001063754,0.00963829023623971,106375,963829,94121.379,8858833930.634,4.611,39.185,0,3,86,164,176,187,391,52.17,2020-10-07
"2020-10-08",5371,0.000846352,0.00409260659730011,84635,409260,65335.216,4268690428.758,1.661,7.722,0,1,69,168,190,206,391,47.31,2020-10-08
"2020-10-09",5371,0.002658602,0.00751622894018205,265860,751622,182095.513,33158775937.611,0.355,1.893,0,47,121,149,154,158,391,59.59,2020-10-09
"2020-10-10",5371,0.000900814,0.00293764965196153,90081,293764,69852.192,4879328725.007,0.82,2.771,0,0,43,94,114,123,391,68.54,2020-10-10
"2020-10-16",5371,0.000533056,0.00248885731828239,53305,248885,45380.345,2059375693.399,1.755,6.7,0,0,14,63,88,98,391,74.94,2020-10-16
"2020-10-27",5371,0.000322935,0.00111686324778056,32293,111686,22159.356,491037078.466,1.024,3.609,0,0,1,51,75,98,391,74.94,2020-10-27
"2020-10-30",5371,0.000401076,0.00263026799189538,40107,263026,43849.2,1922752352.314,2.842,12.26,0,0,9,53,82,103,391,73.66,2020-10-30
"2020-11-01",5371,0.000776568,0.00328095293113119,77656,328095,77264.26,5969765829.703,1.562,4.756,0,0,36,99,125,137,391,64.96,2020-11-01
"2020-11-02",5371,0.000974896,0.00242102904673618,97489,242102,51067.951,2607935615.895,0.486,3.647,0,0,65,124,130,137,391,64.96,2020-11-02
"2020-11-03",5371,0.000424467,0.00173780082874937,42446,173780,27872.626,776883306.863,1.619,7.686,0,0,4,103,146,157,391,59.85,2020-11-03
