band,name,value,img_date
744,comp_2,-0.2569815082794897,2021_06_05
744,comp_3,0.026913541858506782,2021_06_05
754,comp_1,0.07124017242140535,2021_06_05
754,comp_2,-0.2648759179230358,2021_06_05
754,comp_3,0.014622386867071964,2021_06_05
765,comp_1,0.0662254505499233,2021_06_05
765,comp_2,-0.26812947440863627,2021_06_05
765,comp_3,0.028073750488765144,2021_06_05
775,comp_1,0.06458955353610182,2021_06_05
775,comp_2,-0.2693274699697392,2021_06_05
775,comp_3,0.0014314323061999275,2021_06_05
786,comp_1,0.062375742821135186,2021_06_05
786,comp_2,-0.2708802284312856,2021_06_05
786,comp_3,0.0019335775312895652,2021_06_05
796,comp_1,0.06144504940155604,2021_06_05
796,comp_2,-0.2715354780938324,2021_06_05
796,comp_3,-5.196265990268509e-4,2021_06_05
807,comp_1,0.06047622478827373,2021_06_05
807,comp_2,-0.27219461587263477,2021_06_05
807,comp_3,-9.688564126142487e-4,2021_06_05
817,comp_1,0.059860707383177336,2021_06_05
817,comp_2,-0.2724485002487069,2021_06_05
817,comp_3,0.004517797428432125,2021_06_05
828,comp_1,0.06034404577776311,2021_06_05
828,comp_2,-0.27216339562736735,2021_06_05
828,comp_3,0.005406438546625614,2021_06_05
839,comp_1,0.05881131238410384,2021_06_05
839,comp_2,-0.27291921896459453,2021_06_05
839,comp_3,0.007111842222405986,2021_06_05
849,comp_1,0.05671572990780478,2021_06_05
849,comp_2,-0.27415799180522205,2021_06_05
849,comp_3,0.009726116729416593,2021_06_05
453,comp_1,0.15224942601298744,2021_06_11
453,comp_2,0.1069409784800732,2021_06_11
461,comp_1,0.15278302070191008,2021_06_11
461,comp_2,0.10906402624981688,2021_06_11
468,comp_1,0.15310807674775562,2021_06_11
468,comp_2,0.11018106034634713,2021_06_11
475,comp_1,0.15378361487578096,2021_06_11
475,comp_2,0.11133779003830219,2021_06_11
483,comp_1,0.15374021457411216,2021_06_11
483,comp_2,0.11220201771197459,2021_06_11
490,comp_1,0.1539628541537486,2021_06_11
490,comp_2,0.11277081947147871,2021_06_11
497,comp_1,0.1539690075257902,2021_06_11
497,comp_2,0.11362910498829087,2021_06_11
505,comp_1,0.15434510667913884,2021_06_11
505,comp_2,0.11326792900833924,2021_06_11
512,comp_1,0.15495578397566076,2021_06_11
512,comp_2,0.10975012191469266,2021_06_11
520,comp_1,0.15627539007923683,2021_06_11
520,comp_2,0.10099693203993032,2021_06_11
527,comp_1,0.15743809372522613,2021_06_11
527,comp_2,0.09148238845579548,2021_06_11
535,comp_1,0.15783951433329316,2021_06_11
535,comp_2,0.08549200473152727,2021_06_11
543,comp_1,0.15739470729062757,2021_06_11
543,comp_2,0.08364332679896935,2021_06_11
551,comp_1,0.15695000960964653,2021_06_11
551,comp_2,0.08266475627736557,2021_06_11
559,comp_1,0.15658093235328904,2021_06_11
559,comp_2,0.08286376773232265,2021_06_11
567,comp_1,0.15632375511716293,2021_06_11
567,comp_2,0.08581483684992923,2021_06_11
575,comp_1,0.15663991287689713,2021_06_11
575,comp_2,0.0888866125915831,2021_06_11
584,comp_1,0.15744624229355197,2021_06_11
584,comp_2,0.08696746689773409,2021_06_11
592,comp_1,0.1584770660437878,2021_06_11
592,comp_2,0.08019432226031814,2021_06_11
601,comp_1,0.1596951779328305,2021_06_11
601,comp_2,0.07005064448941216,2021_06_11
610,comp_1,0.1600486314857633,2021_06_11
610,comp_2,0.06509085406344094,2021_06_11
619,comp_1,0.1599847845793298,2021_06_11
619,comp_2,0.06527946108884991,2021_06_11
628,comp_1,0.15996701133310304,2021_06_11
628,comp_2,0.06509550316027551,2021_06_11
637,comp_1,0.1600037360743032,2021_06_11
637,comp_2,0.06468339167772756,2021_06_11
646,comp_1,0.1598551836864988,2021_06_11
646,comp_2,0.06663678613348946,2021_06_11
655,comp_1,0.1596136019648121,2021_06_11
655,comp_2,0.06826050676933834,2021_06_11
665,comp_1,0.15954238774185137,2021_06_11
665,comp_2,0.06772730298451385,2021_06_11
674,comp_1,0.15932522786396858,2021_06_11
674,comp_2,0.06645324678394679,2021_06_11
684,comp_1,0.15947595515818905,2021_06_11
684,comp_2,0.06215535762360785,2021_06_11
694,comp_1,0.16061278736221116,2021_06_11
694,comp_2,0.0418548667949991,2021_06_11
704,comp_1,0.16127926817781854,2021_06_11
704,comp_2,-0.008342351952513507,2021_06_11
714,comp_1,0.15872931101831256,2021_06_11
714,comp_2,-0.07055037203698918,2021_06_11
724,comp_1,0.15106013087429024,2021_06_11
724,comp_2,-0.13919808521187346,2021_06_11
734,comp_1,0.13991427407076001,2021_06_11
734,comp_2,-0.19632187158443135,2021_06_11
744,comp_1,0.13058567888660053,2021_06_11
744,comp_2,-0.23042727412500383,2021_06_11
754,comp_1,0.12641466513406185,2021_06_11
754,comp_2,-0.2431833027474585,2021_06_11
765,comp_1,0.12362718486915435,2021_06_11
765,comp_2,-0.25071080552691755,2021_06_11
775,comp_1,0.1224045697657839,2021_06_11
775,comp_2,-0.2543756740952098,2021_06_11
786,comp_1,0.1219822798131096,2021_06_11
786,comp_2,-0.2555368111289217,2021_06_11
796,comp_1,0.12176309143341874,2021_06_11
796,comp_2,-0.2561281753275798,2021_06_11
807,comp_1,0.12161286670372734,2021_06_11
807,comp_2,-0.25651506226261966,2021_06_11
817,comp_1,0.12186391918106323,2021_06_11
817,comp_2,-0.2556240819723126,2021_06_11
828,comp_1,0.1212568630424057,2021_06_11
828,comp_2,-0.2573002280045835,2021_06_11
839,comp_1,0.12010197725233325,2021_06_11
839,comp_2,-0.26021793217756023,2021_06_11
849,comp_1,0.11918515658706459,2021_06_11
849,comp_2,-0.2625586059615523,2021_06_11
453,comp_1,0.11655260141559988,2021_09_05
453,comp_2,0.10621811090836616,2021_09_05
453,comp_3,0.32034707472355195,2021_09_05
453,comp_4,0.5291243592403301,2021_09_05
453,comp_5,0.008774176306806625,2021_09_05
453,comp_6,0.09524891947822442,2021_09_05
453,comp_7,0.3134317733129813,2021_09_05
461,comp_1,0.12075268350229373,2021_09_05
461,comp_2,0.11343923763131275,2021_09_05
461,comp_3,0.35117308225504534,2021_09_05
461,comp_4,-0.022398695288832097,2021_09_05
461,comp_5,0.5126292712833829,2021_09_05
461,comp_6,0.06881435645826617,2021_09_05
461,comp_7,0.2463435311182313,2021_09_05
468,comp_1,0.12079029705750463,2021_09_05
468,comp_2,0.11433929589618672,2021_09_05
468,comp_3,0.2519308884476784,2021_09_05
468,comp_4,-0.4491215992988298,2021_09_05
468,comp_5,-0.11046365683635982,2021_09_05
468,comp_6,0.22326365536814638,2021_09_05
468,comp_7,0.43854238326793105,2021_09_05
475,comp_1,0.12912755496126707,2021_09_05
475,comp_2,0.12300291284000145,2021_09_05
475,comp_3,0.28407346082632423,2021_09_05
475,comp_4,0.06020185040455465,2021_09_05
475,comp_5,-0.44475923326495986,2021_09_05
475,comp_6,0.04714038926887075,2021_09_05
475,comp_7,0.19967008335434294,2021_09_05
483,comp_1,0.13142731083005565,2021_09_05
483,comp_2,0.13068780966314567,2021_09_05
483,comp_3,0.3220163421590375,2021_09_05
483,comp_4,0.24153235779880355,2021_09_05
483,comp_5,-0.0036998749466617548,2021_09_05
483,comp_6,-0.15923322442051624,2021_09_05
483,comp_7,-0.11756217029129566,2021_09_05
490,comp_1,0.13075035732270648,2021_09_05
490,comp_2,0.1288480173002958,2021_09_05
490,comp_3,0.28451160725535163,2021_09_05
490,comp_4,-0.2481591040830477,2021_09_05
490,comp_5,0.2680401742860946,2021_09_05
490,comp_6,-0.1407180634343927,2021_09_05
490,comp_7,-0.17567361743635193,2021_09_05
497,comp_1,0.13529505257050115,2021_09_05
497,comp_2,0.1351227651288405,2021_09_05
497,comp_3,0.1738468097810062,2021_09_05
497,comp_4,-0.3504639118354972,2021_09_05
497,comp_5,-0.24853752748088054,2021_09_05
497,comp_6,-0.05674596994129947,2021_09_05
497,comp_7,-0.14205304664545537,2021_09_05
505,comp_1,0.13958798396937022,2021_09_05
505,comp_2,0.13785785750143859,2021_09_05
505,comp_3,0.13918143549413234,2021_09_05
505,comp_4,0.06067626622140635,2021_09_05
505,comp_5,-0.3497873761241328,2021_09_05
505,comp_6,-0.10754212762878411,2021_09_05
505,comp_7,-0.2695876222977888,2021_09_05
512,comp_1,0.14265998897952892,2021_09_05
512,comp_2,0.1367089206652788,2021_09_05
512,comp_3,0.1551492621483649,2021_09_05
512,comp_4,0.16797858053446618,2021_09_05
512,comp_5,0.08025731068680492,2021_09_05
512,comp_6,-0.12979609864067024,2021_09_05
512,comp_7,-0.3531270057668797,2021_09_05
520,comp_1,0.14830956351589145,2021_09_05
520,comp_2,0.12109470000247399,2021_09_05
520,comp_3,0.04261521151328663,2021_09_05
520,comp_4,-0.21283649118723133,2021_09_05
520,comp_5,0.1806774558968508,2021_09_05
520,comp_6,0.032313388102630645,2021_09_05
520,comp_7,-0.28298765436439705,2021_09_05
527,comp_1,0.15598687451547286,2021_09_05
527,comp_2,0.1113672517995424,2021_09_05
527,comp_3,-0.020106315186656405,2021_09_05
527,comp_4,-0.09821426685884892,2021_09_05
527,comp_5,-0.18171145128804372,2021_09_05
527,comp_6,0.1828556718283083,2021_09_05
527,comp_7,-0.11860738488707226,2021_09_05
535,comp_1,0.1604868189274385,2021_09_05
535,comp_2,0.09934282521221516,2021_09_05
535,comp_3,-0.03256332154598068,2021_09_05
535,comp_4,0.15500290317184123,2021_09_05
535,comp_5,-0.07886752985392607,2021_09_05
535,comp_6,0.1896721410955186,2021_09_05
535,comp_7,-0.16850051530321639,2021_09_05
543,comp_1,0.16171208741950283,2021_09_05
543,comp_2,0.09317634861722379,2021_09_05
543,comp_3,-0.06284327934034575,2021_09_05
543,comp_4,0.05406893113588944,2021_09_05
543,comp_5,0.14886926600968636,2021_09_05
543,comp_6,0.24122881635136356,2021_09_05
543,comp_7,-0.19074402662435905,2021_09_05
551,comp_1,0.1638897591290296,2021_09_05
551,comp_2,0.08719986359260495,2021_09_05
551,comp_3,-0.11846540382521045,2021_09_05
551,comp_4,-0.06841374277699218,2021_09_05
551,comp_5,0.06543298001522563,2021_09_05
551,comp_6,0.2987154447521112,2021_09_05
551,comp_7,-0.1046099296807744,2021_09_05
559,comp_1,0.16466180360518895,2021_09_05
559,comp_2,0.08198184523770463,2021_09_05
559,comp_3,-0.15137651946580158,2021_09_05
559,comp_4,0.03855398497594134,2021_09_05
559,comp_5,-0.07468038528806364,2021_09_05
559,comp_6,0.27952929257320946,2021_09_05
559,comp_7,-0.05007915569700593,2021_09_05
567,comp_1,0.16498763124583118,2021_09_05
567,comp_2,0.0828180704401692,2021_09_05
567,comp_3,-0.13966941579759612,2021_09_05
567,comp_4,0.1435013304015635,2021_09_05
567,comp_5,0.04529361608646258,2021_09_05
567,comp_6,0.2116474971842341,2021_09_05
567,comp_7,-0.0570853386087624,2021_09_05
575,comp_1,0.16413875016566293,2021_09_05
575,comp_2,0.09917494182095926,2021_09_05
575,comp_3,-0.11884985532143036,2021_09_05
575,comp_4,0.026655320505516673,2021_09_05
575,comp_5,0.14449312998773045,2021_09_05
575,comp_6,0.19871124319643133,2021_09_05
575,comp_7,-0.0356816339556536,2021_09_05
584,comp_1,0.16279573961055457,2021_09_05
584,comp_2,0.110834676060708,2021_09_05
584,comp_3,-0.13744855876411877,2021_09_05
584,comp_4,-0.06588022102983951,2021_09_05
584,comp_5,0.015426494929575568,2021_09_05
584,comp_6,0.20647673952994636,2021_09_05
584,comp_7,-0.0010875328792094088,2021_09_05
592,comp_1,0.16368987121121642,2021_09_05
592,comp_2,0.1039596200290207,2021_09_05
592,comp_3,-0.1222318850058253,2021_09_05
592,comp_4,0.10905385976196538,2021_09_05
592,comp_5,-0.0965483817877352,2021_09_05
592,comp_6,0.14110164225603558,2021_09_05
592,comp_7,0.079499236010327,2021_09_05
601,comp_1,0.1692301215673205,2021_09_05
601,comp_2,0.07842153786346323,2021_09_05
601,comp_3,-0.08984659705616405,2021_09_05
601,comp_4,0.13787790609932393,2021_09_05
601,comp_5,0.11262819863515226,2021_09_05
601,comp_6,-0.001990455686054408,2021_09_05
601,comp_7,0.09322578165327872,2021_09_05
610,comp_1,0.171191242840089,2021_09_05
610,comp_2,0.06223533715097751,2021_09_05
610,comp_3,-0.09357233176492462,2021_09_05
610,comp_4,-0.07116256689709588,2021_09_05
610,comp_5,0.13736772742491613,2021_09_05
610,comp_6,-0.04210548450947128,2021_09_05
610,comp_7,0.1517360165975082,2021_09_05
619,comp_1,0.17123559701566368,2021_09_05
619,comp_2,0.05770036214133838,2021_09_05
619,comp_3,-0.1048692141046266,2021_09_05
619,comp_4,-0.08316640231424086,2021_09_05
619,comp_5,-0.07658958932248788,2021_09_05
619,comp_6,-0.06338081505238226,2021_09_05
619,comp_7,0.1797564719976587,2021_09_05
628,comp_1,0.1715293377631078,2021_09_05
628,comp_2,0.05743920191864947,2021_09_05
628,comp_3,-0.07349325184594346,2021_09_05
628,comp_4,0.09005055839472771,2021_09_05
628,comp_5,-0.09044771597910962,2021_09_05
628,comp_6,-0.14780319556582502,2021_09_05
628,comp_7,0.11143343231471409,2021_09_05
637,comp_1,0.17195265673661025,2021_09_05
637,comp_2,0.0595156308426009,2021_09_05
637,comp_3,-0.06192706420369531,2021_09_05
637,comp_4,0.04907096603966657,2021_09_05
637,comp_5,0.0971415460058721,2021_09_05
637,comp_6,-0.19263053453194717,2021_09_05
637,comp_7,0.04595813289924116,2021_09_05
646,comp_1,0.17073494382615045,2021_09_05
646,comp_2,0.07105688135874194,2021_09_05
646,comp_3,-0.09221033312378668,2021_09_05
646,comp_4,-0.11490886194450267,2021_09_05
646,comp_5,0.06317294679933448,2021_09_05
646,comp_6,-0.16510048861661908,2021_09_05
646,comp_7,0.054573309992173885,2021_09_05
655,comp_1,0.1681340495387676,2021_09_05
655,comp_2,0.07727576553468281,2021_09_05
655,comp_3,-0.13576342709927147,2021_09_05
655,comp_4,-0.09559029248358492,2021_09_05
655,comp_5,-0.12910110809957964,2021_09_05
655,comp_6,-0.1737054726740853,2021_09_05
655,comp_7,0.040133221923184734,2021_09_05
665,comp_1,0.16876140720768526,2021_09_05
665,comp_2,0.06963491400111177,2021_09_05
665,comp_3,-0.06930333798037219,2021_09_05
665,comp_4,0.09433775799297701,2021_09_05
665,comp_5,-0.09816333273362572,2021_09_05
665,comp_6,-0.2613754053764711,2021_09_05
665,comp_7,-0.008357907008623516,2021_09_05
674,comp_1,0.16768458013361007,2021_09_05
674,comp_2,0.05965779328957503,2021_09_05
674,comp_3,-0.020858162501781546,2021_09_05
674,comp_4,0.011521385294008559,2021_09_05
674,comp_5,0.11491911184797879,2021_09_05
674,comp_6,-0.32014765894474184,2021_09_05
674,comp_7,-0.04281126065132633,2021_09_05
684,comp_1,0.1672875131664818,2021_09_05
684,comp_2,0.04774453799843018,2021_09_05
684,comp_3,-0.09096231975453535,2021_09_05
684,comp_4,-0.15438929238960844,2021_09_05
684,comp_5,0.029809961567833436,2021_09_05
684,comp_6,-0.25529836430265,2021_09_05
684,comp_7,0.07285583873675754,2021_09_05
694,comp_1,0.16910563679369695,2021_09_05
694,comp_2,0.01406402512250704,2021_09_05
694,comp_3,-0.21833588215399735,2021_09_05
694,comp_4,0.016361732297817514,2021_09_05
694,comp_5,-0.0872265272877812,2021_09_05
694,comp_6,-0.16798162533408165,2021_09_05
694,comp_7,0.15807139351471775,2021_09_05
704,comp_1,0.16745898254436964,2021_09_05
704,comp_2,-0.05842793086478696,2021_09_05
704,comp_3,-0.22536953355702405,2021_09_05
704,comp_4,0.09705240670456514,2021_09_05
704,comp_5,0.048570459868673116,2021_09_05
704,comp_6,-0.12427935307742433,2021_09_05
704,comp_7,0.1347082782581306,2021_09_05
714,comp_1,0.16203112742581252,2021_09_05
714,comp_2,-0.1312210965444373,2021_09_05
714,comp_3,-0.15210507047437208,2021_09_05
714,comp_4,0.0077467970989740405,2021_09_05
714,comp_5,0.10325888222671514,2021_09_05
714,comp_6,-0.062165755325760914,2021_09_05
714,comp_7,0.09636478224837766,2021_09_05
724,comp_1,0.1512762731679778,2021_09_05
724,comp_2,-0.19002131648285447,2021_09_05
724,comp_3,-0.06627155452520732,2021_09_05
724,comp_4,-0.03444577895270704,2021_09_05
724,comp_5,0.0028033297382992067,2021_09_05
724,comp_6,0.01516292378372568,2021_09_05
724,comp_7,0.06478686929033203,2021_09_05
734,comp_1,0.14285796158719194,2021_09_05
734,comp_2,-0.22059818612181678,2021_09_05
734,comp_3,0.019432490670580994,2021_09_05
734,comp_4,0.021496865088332477,2021_09_05
734,comp_5,-0.0331949104892866,2021_09_05
734,comp_6,0.03848206484823639,2021_09_05
734,comp_7,-0.0015521591419964571,2021_09_05
744,comp_1,0.13639516879471994,2021_09_05
744,comp_2,-0.23740037474656023,2021_09_05
744,comp_3,0.061084177606401446,2021_09_05
744,comp_4,0.022415193616767838,2021_09_05
744,comp_5,0.005767644261130023,2021_09_05
744,comp_6,0.038472646080974164,2021_09_05
744,comp_7,-0.027148908776868232,2021_09_05
754,comp_1,0.13384541667774036,2021_09_05
754,comp_2,-0.24322204181610793,2021_09_05
754,comp_3,0.06562840664480088,2021_09_05
754,comp_4,-0.021970133044713177,2021_09_05
754,comp_5,0.019471335893374006,2021_09_05
754,comp_6,0.032919232674442175,2021_09_05
754,comp_7,-0.027973635104549657,2021_09_05
775,comp_1,0.13279572445803728,2021_09_05
775,comp_2,-0.24530915957203575,2021_09_05
775,comp_3,0.07676163850897363,2021_09_05
775,comp_4,0.026299396311180376,2021_09_05
775,comp_5,-0.02557269928910061,2021_09_05
775,comp_6,0.03403076144003283,2021_09_05
775,comp_7,-0.019465998107458318,2021_09_05
786,comp_1,0.13183554484582163,2021_09_05
786,comp_2,-0.24759728957375426,2021_09_05
786,comp_3,0.07965869754751834,2021_09_05
786,comp_4,0.0025125953856205818,2021_09_05
786,comp_5,0.014803702681420297,2021_09_05
786,comp_6,0.025443183753000802,2021_09_05
786,comp_7,-0.023494871544123483,2021_09_05
796,comp_1,0.13171974007596282,2021_09_05
796,comp_2,-0.24799628136668206,2021_09_05
796,comp_3,0.0698030441625772,2021_09_05
796,comp_4,-0.03410711488133968,2021_09_05
796,comp_5,-0.004362730460768995,2021_09_05
796,comp_6,0.03046591802941716,2021_09_05
796,comp_7,-0.0156942183231917,2021_09_05
807,comp_1,0.13159990512276182,2021_09_05
807,comp_2,-0.24842647194210582,2021_09_05
807,comp_3,0.06707776536099325,2021_09_05
807,comp_4,-0.012051420703798551,2021_09_05
807,comp_5,-0.041472299831403533,2021_09_05
807,comp_6,0.024445375194555287,2021_09_05
807,comp_7,-0.017042491551993486,2021_09_05
817,comp_1,0.13082792473777544,2021_09_05
817,comp_2,-0.24957357190490972,2021_09_05
817,comp_3,0.07028875827533534,2021_09_05
817,comp_4,0.019000026920847388,2021_09_05
817,comp_5,-0.019862945524467768,2021_09_05
817,comp_6,0.0015892259212244922,2021_09_05
817,comp_7,-0.037126742842353094,2021_09_05
828,comp_1,0.13083082804439403,2021_09_05
828,comp_2,-0.2490982466917358,2021_09_05
828,comp_3,0.08390601151790203,2021_09_05
828,comp_4,-0.01585999253921563,2021_09_05
828,comp_5,0.012952807851714931,2021_09_05
828,comp_6,0.010273906461068554,2021_09_05
828,comp_7,-0.05442350429988126,2021_09_05
839,comp_1,0.1299594602113873,2021_09_05
839,comp_2,-0.25034529459990196,2021_09_05
839,comp_3,0.0839452018226695,2021_09_05
839,comp_4,-0.045945150870844484,2021_09_05
839,comp_5,-0.02370074219455747,2021_09_05
839,comp_6,0.024361976610130377,2021_09_05
839,comp_7,-0.0661829964989756,2021_09_05
849,comp_1,0.12892702977881557,2021_09_05
849,comp_2,-0.25210149500561907,2021_09_05
849,comp_3,0.08593788279549214,2021_09_05
849,comp_4,-0.010982100671319205,2021_09_05
849,comp_5,-0.05467797511096945,2021_09_05
849,comp_6,0.022229667911637847,2021_09_05
849,comp_7,-0.0688312155037412,2021_09_05
453,comp_1,0.13229626204761993,2021_11_02
453,comp_2,0.11704303891702791,2021_11_02
453,comp_3,0.36557134037439476,2021_11_02
453,comp_4,0.2619495951884437,2021_11_02
453,comp_5,0.11579913618702121,2021_11_02
453,comp_6,0.17922139541533458,2021_11_02
461,comp_1,0.1366138620192614,2021_11_02
461,comp_2,0.11622120888644698,2021_11_02
461,comp_3,0.3530349307128923,2021_11_02
461,comp_4,-0.15070464604448486,2021_11_02
461,comp_5,0.19839615936953672,2021_11_02
461,comp_6,0.1255626058732675,2021_11_02
468,comp_1,0.13873022460348944,2021_11_02
468,comp_2,0.11310498665705754,2021_11_02
468,comp_3,0.28448136813120156,2021_11_02
468,comp_4,-0.2036546819015071,2021_11_02
468,comp_5,-0.2469110517624149,2021_11_02
468,comp_6,0.10701803095853911,2021_11_02
475,comp_1,0.14509031694811816,2021_11_02
475,comp_2,0.11511905712313025,2021_11_02
475,comp_3,0.2642482366746178,2021_11_02
475,comp_4,0.1443186104225971,2021_11_02
475,comp_5,-0.24629625359881985,2021_11_02
475,comp_6,0.010537722461769823,2021_11_02
483,comp_1,0.1477206313253437,2021_11_02
483,comp_2,0.10899070460996722,2021_11_02
483,comp_3,0.25804622765320695,2021_11_02
483,comp_4,0.15085396296143402,2021_11_02
483,comp_5,0.08472946361988846,2021_11_02
483,comp_6,-0.2336913697740442,2021_11_02
490,comp_1,0.15043807193148523,2021_11_02
490,comp_2,0.10499236501390083,2021_11_02
490,comp_3,0.20263843219830185,2021_11_02
490,comp_4,-0.21899226754253032,2021_11_02
490,comp_5,0.04853319234955238,2021_11_02
490,comp_6,-0.23807488190322426,2021_11_02
497,comp_1,0.15322403752280758,2021_11_02
497,comp_2,0.10915858461437682,2021_11_02
497,comp_3,0.15656249311152143,2021_11_02
497,comp_4,-0.10371674559251398,2021_11_02
497,comp_5,-0.2866810874668617,2021_11_02
497,comp_6,-0.12291118081779964,2021_11_02
505,comp_1,0.15707367112129444,2021_11_02
505,comp_2,0.10443564967781638,2021_11_02
505,comp_3,0.11985069812715395,2021_11_02
505,comp_4,0.16256134376245132,2021_11_02
505,comp_5,-0.15523829417317675,2021_11_02
505,comp_6,-0.194265299770406,2021_11_02
512,comp_1,0.15851315304124577,2021_11_02
512,comp_2,0.10585629391082463,2021_11_02
512,comp_3,0.11811489189594128,2021_11_02
512,comp_4,0.036822736690487815,2021_11_02
512,comp_5,0.10815787147856877,2021_11_02
512,comp_6,-0.21417693353444792,2021_11_02
520,comp_1,0.15930891282503817,2021_11_02
520,comp_2,0.10588049281385219,2021_11_02
520,comp_3,0.0356333394420528,2021_11_02
520,comp_4,-0.18714352339615514,2021_11_02
520,comp_5,-0.021643433968646326,2021_11_02
520,comp_6,-0.07908433276151561,2021_11_02
527,comp_1,0.1628390562568575,2021_11_02
527,comp_2,0.10203144552830351,2021_11_02
527,comp_3,-0.009883905326054057,2021_11_02
527,comp_4,0.014183976048134608,2021_11_02
527,comp_5,-0.17725132225541043,2021_11_02
527,comp_6,-0.004262288418456307,2021_11_02
