component,value,proportion
Comp.1,46.33569340645304,0.4100503841279035
Comp.2,29.75430372891195,0.2633124223797521
Comp.3,11.874436782438309,0.10508351134901171
Comp.4,5.051783076362341,0.044706044923560596
Comp.5,3.9502609905270654,0.03495806186307142
Comp.6,2.2128308611612417,0.019582573992577384
Comp.7,1.118706175868151,0.009900054653700464
Comp.8,1.0236234236094406,0.00905861436822515
Comp.9,0.4942542188670064,0.0043739311404159915
Comp.10,0.3803614493004598,0.0033660305247828343
