component,value,proportion
Comp.1,18.976654865369706,0.5930204645428041
Comp.2,4.504987875147692,0.14078087109836554
Comp.3,3.269496958675178,0.10217177995859944
Comp.4,0.8466355916438613,0.026457362238870696
Comp.5,0.6651693604914777,0.020786542515358702
Comp.6,0.5174860536122534,0.01617143917538294
Comp.7,0.42472825281455623,0.013272757900454898
Comp.8,0.3314335224129498,0.010357297575404694
Comp.9,0.23476817423919935,0.007336505444974988
Comp.10,0.2283898699552263,0.007137183436100831
