band,name,value
453,comp_1,0.14880696069831445
453,comp_2,0.032069941841863035
461,comp_1,0.1492593029949273
461,comp_2,0.029057668541435606
468,comp_1,0.1498363655079011
468,comp_2,0.03832296172504194
475,comp_1,0.15091249560343234
475,comp_2,0.0427805960474442
483,comp_1,0.15071332467377727
483,comp_2,0.02348105099697432
490,comp_1,0.15142565847028921
490,comp_2,0.07492993742840115
497,comp_1,0.15174974771904418
497,comp_2,0.021623729430674355
505,comp_1,0.15232829032055195
505,comp_2,0.06956404001958737
512,comp_1,0.15258674036093997
512,comp_2,0.06322383889557884
520,comp_1,0.15117086225121526
520,comp_2,0.15553480819399837
527,comp_1,0.14988314895778393
527,comp_2,0.19437042689730855
535,comp_1,0.1471737153435235
535,comp_2,0.24680755364153412
543,comp_1,0.14370813785755776
543,comp_2,0.2939400524252856
551,comp_1,0.14256486324802378
551,comp_2,0.3054981113182172
559,comp_1,0.14354203026310214
559,comp_2,0.28835624554026285
567,comp_1,0.14631963179158772
567,comp_2,0.24762154543993417
575,comp_1,0.1477873470082045
575,comp_2,0.22766611859160726
584,comp_1,0.1492926990927355
584,comp_2,0.20564859842987984
592,comp_1,0.15135086273505372
592,comp_2,0.15490547106393884
601,comp_1,0.15380516411675976
601,comp_2,0.06459115739001409
610,comp_1,0.15418229078778298
610,comp_2,0.014631204441730123
619,comp_1,0.15411292107923033
619,comp_2,-0.02219845482600809
628,comp_1,0.15399260695969016
628,comp_2,-0.037715319746425925
637,comp_1,0.15404853359678186
637,comp_2,-0.031487077625598534
646,comp_1,0.15405772579026772
646,comp_2,-0.019791259561791785
655,comp_1,0.15401124549727627
655,comp_2,-0.009025582599043942
665,comp_1,0.15355635140385324
665,comp_2,-0.06277893627585007
674,comp_1,0.15257823468661094
674,comp_2,-0.10501629971926524
684,comp_1,0.1522650942321119
684,comp_2,-0.11858656686397959
694,comp_1,0.1533641778005202
694,comp_2,-0.07309766911473953
704,comp_1,0.1526138793982549
704,comp_2,-0.0882308403724876
714,comp_1,0.1516249896585016
714,comp_2,-0.12887420568551952
724,comp_1,0.15078601533328653
724,comp_2,-0.1573918981984177
734,comp_1,0.1505537174894203
734,comp_2,-0.1801219726694167
744,comp_1,0.15127195090860868
744,comp_2,-0.15611404306327978
754,comp_1,0.15112655848869644
754,comp_2,-0.15587281729040486
775,comp_1,0.1511874145225368
775,comp_2,-0.1472766086089153
786,comp_1,0.15119427775264252
786,comp_2,-0.1504173918766813
796,comp_1,0.15109835167994232
796,comp_2,-0.15636371283398873
807,comp_1,0.15087272291046075
807,comp_2,-0.16923983854062832
817,comp_1,0.1509738545214062
817,comp_2,-0.16420658382148992
828,comp_1,0.14998769367300688
828,comp_2,-0.1926389011061062
839,comp_1,0.14921303429660343
839,comp_2,-0.20674460463793493
849,comp_1,0.14925236977339798
849,comp_2,-0.19368994951839555
