band,name,value
453,comp_1,0.16297016247795298
453,comp_2,0.11399817446741624
453,comp_3,0.05174066878292932
453,comp_4,0.07571311775736246
453,comp_5,0.1299399595097609
453,comp_6,0.10438197681798299
453,comp_7,0.5340974343431416
453,comp_8,0.07925115626072897
453,comp_9,0.45252403169216643
453,comp_10,0.3701639591656226
461,comp_1,0.1617634134916951
461,comp_2,0.007893534117388079
461,comp_3,0.04802482416611809
461,comp_4,0.0043546830347684995
461,comp_5,0.34238132304156976
461,comp_6,0.5078814860132048
461,comp_7,0.09412433115646686
461,comp_8,-0.1732417510389057
461,comp_9,-0.10904352482922137
461,comp_10,0.2657903545262984
468,comp_1,0.171970116268187
468,comp_2,-0.019600616044846187
468,comp_3,-0.046716123985201814
468,comp_4,0.10794644794290452
468,comp_5,0.24417318647460923
468,comp_6,-0.2320024380287559
468,comp_7,0.04144270649093238
468,comp_8,-0.07812829981816635
468,comp_9,0.16859251893173122
468,comp_10,0.020666441252984606
475,comp_1,0.17642113219154087
475,comp_2,0.018775845441184224
475,comp_3,-0.04874459072753529
475,comp_4,0.11075545903826309
475,comp_5,0.12497435405935525
475,comp_6,-0.11715309660261948
475,comp_7,0.06554099806399946
475,comp_8,0.05854097135372219
475,comp_9,-0.11159246166953092
475,comp_10,-0.16224664205325823
483,comp_1,0.1779161018578295
483,comp_2,-0.0037841533218733858
483,comp_3,-0.05386159897806803
483,comp_4,0.054684093037860114
483,comp_5,0.0992366009478064
483,comp_6,0.04195148393300792
483,comp_7,0.1541923655271507
483,comp_8,-0.1037791703052194
483,comp_9,-0.20578102361913395
483,comp_10,-0.09063102765432753
490,comp_1,0.1791123495034847
490,comp_2,0.031769021017779356
490,comp_3,-0.030413810004273796
490,comp_4,0.02321383494419335
490,comp_5,0.01960303877131141
490,comp_6,0.08441487394191655
490,comp_7,2.5560326905314405e-4
490,comp_8,-0.14325740399350403
490,comp_9,-0.06966532403785362
490,comp_10,0.020734454331640787
497,comp_1,0.13951344304196314
497,comp_2,0.015765062816662467
497,comp_3,0.0328981533430876
497,comp_4,0.6049366171048911
497,comp_5,0.16606554338518625
497,comp_6,0.006950251545181684
497,comp_7,-0.17247431889630688
497,comp_8,0.17273881542425035
497,comp_9,-0.15314124682828004
497,comp_10,0.17395644898107326
505,comp_1,0.17313511082804842
505,comp_2,0.093186730254471
505,comp_3,0.01912371558958796
505,comp_4,0.07441336639076956
505,comp_5,0.025292245532438404
505,comp_6,0.05581061112147138
505,comp_7,-0.03431252608392427
505,comp_8,0.14211132902840237
505,comp_9,0.027520776280909
505,comp_10,-0.015865988065593754
512,comp_1,0.17520014532561579
512,comp_2,0.06015498031965132
512,comp_3,-0.022476009973247755
512,comp_4,0.05742195672730056
512,comp_5,0.07748187522520929
512,comp_6,0.22626194056531948
512,comp_7,-0.016531557337767667
512,comp_8,-0.030038722814064018
512,comp_9,-0.08139949731458755
512,comp_10,0.03707741182153434
520,comp_1,0.17553524480058424
520,comp_2,0.05858945397616282
520,comp_3,-0.08465495779324479
520,comp_4,-0.0722026602743795
520,comp_5,0.028859803125967892
520,comp_6,0.018065780083303094
520,comp_7,-0.04075052363818656
520,comp_8,0.04573219296918502
520,comp_9,-0.0853937041351547
520,comp_10,0.043010420758467616
527,comp_1,0.17250539682569843
527,comp_2,0.07130572178797515
527,comp_3,-0.10317242889724927
527,comp_4,-0.10666581289045084
527,comp_5,0.0355257159066765
527,comp_6,-0.06455948934048532
527,comp_7,-0.11908935126142556
527,comp_8,0.070950256323301375
527,comp_9,-0.024362430095383244
527,comp_10,0.03551563476889137
535,comp_1,0.1711829851502671
535,comp_2,0.08896690752938038
535,comp_3,-0.09768112792179226
535,comp_4,-0.09054448171099805
