,x,y,transverse_mercator,lon,lat,sza,vza,saa,vaa,raa,rhot_401,rhos_401,rhot_412,rhos_412,rhot_443,rhos_443,rhot_490,rhos_490,rhot_510,rhos_510,rhot_560,rhos_560,rhot_620,rhos_620,rhot_665,rhos_665,rhot_674,rhos_674,rhot_681,rhos_681,rhot_709,rhos_709,rhot_754,rhos_754,rhot_762,rhot_765,rhot_768,rhos_768,rhot_779,rhos_779,rhot_865,rhos_865,rhot_884,rhos_884,rhot_899,rhot_939,rhot_1016,rhos_1016,geometry
0,294150.0,4785750.0,9.969209968386869e+36,-89.535446,43.197784,37.91199,11.117154,139.10587,104.04423,35.061638,0.17329998,0.021435734,0.15851818,0.022003077,0.13074312,0.02936326,0.1006045,0.03446212,0.0946426,0.04055464,0.09902584,0.07066233,0.07612474,0.05686284,0.06841096,0.051304676,0.06750881,0.050791334,0.06791455,0.05201139,0.123997904,0.116823085,0.38317096,0.3906692,0.11769633,0.17784034,0.33451396,0.3703644,0.416696,0.42152986,0.44743976,0.45146874,0.4507269,0.45650712,0.32280904,0.115420245,0.424077,0.43194923,POINT (-89.53544616699219 43.197784423828125)
1,294150.0,4785450.0,9.969209968386869e+36,-89.53533,43.195087,37.90984,11.111303,139.10396,104.04487,35.059086,0.172662,0.020483878,0.15753724,0.020588908,0.12932004,0.02747206,0.097205475,0.03026023,0.09076053,0.035813987,0.09442816,0.06508344,0.06799255,0.04728683,0.05862365,0.04040342,0.05748062,0.0397316,0.05782716,0.04091996,0.117508434,0.10972156,0.3835818,0.39109817,0.11728905,0.17704211,0.33194244,0.36744684,0.4131009,0.4178309,0.44363114,0.44759244,0.44698042,0.4526836,0.31964034,0.113472156,0.42293063,0.43077528,POINT (-89.53533172607422 43.19508743286133)
2,294150.0,4785150.0,9.969209968386869e+36,-89.53522,43.192387,37.907673,11.105373,139.10207,104.045525,35.056538,0.17249012,0.020236524,0.15745477,0.02048003,0.12897012,0.027012704,0.096890435,0.029874973,0.090518616,0.035522215,0.09422486,0.0648391,0.06872965,0.04815718,0.058845885,0.040652428,0.057343554,0.03958157,0.057653878,0.04073048,0.12204502,0.114687935,0.3520233,0.3581204,0.10720777,0.16173212,0.30225718,0.3337183,0.375425,0.37900636,0.41015655,0.41348806,0.4151419,0.42016023,0.29666165,0.105922796,0.4026895,0.4100389,POINT (-89.53521728515625 43.192386627197266)
3,294150.0,4784850.0,9.969209968386869e+36,-89.53511,43.18969,37.90551,11.099456,139.10016,104.04618,35.053986,0.17049608,0.017232122,0.15503815,0.016976485,0.12605655,0.023128124,0.093260705,0.025381906,0.08660706,0.030739823,0.09051611,0.06033508,0.065490335,0.04434083,0.054794367,0.03613687,0.05310198,0.034900453,0.053354684,0.036000144,0.12023624,0.1127093,0.32110667,0.32573056,0.09750112,0.146593,0.27430898,0.30188578,0.34106463,0.343504,0.38043323,0.3831528,0.38666245,0.39102212,0.27608994,0.09867134,0.38289735,0.389747,POINT (-89.53511047363281 43.18968963623047)
4,294150.0,4784550.0,9.969209968386869e+36,-89.534996,43.18699,37.90335,11.093566,139.09827,104.04683,35.051437,0.17008592,0.016623517,0.15435463,0.0159924,0.12538415,0.022236817,0.092395686,0.02431406,0.08566978,0.029596161,0.088906206,0.05838028,0.064776,0.043500323,0.0549293,0.036288645,0.053401858,0.035232812,0.053532794,0.03619739,0.118326195,0.11061942,0.30514467,0.30897588,0.09230172,0.1388854,0.26031074,0.28591388,0.32345256,0.3252717,0.3636175,0.3659689,0.36962605,0.37357095,0.2651683,0.09552894,0.36839628,0.37487003,POINT (-89.53499603271484 43.186988830566406)
5,294150.0,4784250.0,9.969209968386869e+36,-89.53488,43.18429,37.901196,11.087715,139.09636,104.04747,35.048885,0.16984655,0.01627336,0.15446705,0.016166957,0.12550509,0.02240626,0.09284629,0.024877774,0.086076155,0.030097868,0.08932414,0.058891077,0.063998975,0.04258579,0.053858094,0.035095353,0.052276917,0.033991855,0.05243775,0.034993064,0.11397746,0.10585865,0.34189788,0.34752232,0.10508945,0.15715414,0.2950209,0.32548434,0.36844784,0.3718052,0.4065808,0.40984142,0.41137907,0.41631293,0.29520476,0.10612313,0.39768922,0.40491372,POINT (-89.53488159179688 43.18429183959961)
6,294150.0,4783950.0,9.969209968386869e+36,-89.534775,43.181595,37.89904,11.08188,139.09444,104.04811,35.04633,0.16957392,0.015872743,0.15446721,0.016178036,0.12576178,0.02275719,0.093413375,0.025585799,0.08667562,0.030835925,0.08863066,0.05805037,0.062698744,0.04105406,0.0534992,0.034696385,0.052204654,0.03391329,0.052556705,0.0351252,0.10508494,0.09611618,0.38513875,0.39272413,0.119446896,0.17978178,0.33819366,0.37453985,0.42290834,0.42792022,0.45471323,0.4588691,0.45841497,0.4643506,0.32819515,0.116598345,0.42365152,0.4315132,POINT (-89.53477478027344 43.18159484863281)
7,294150.0,4783650.0,9.969209968386869e+36,-89.53466,43.178894,37.896893,11.076064,139.09253,104.04875,35.043777,0.1711648,0.018293854,0.15631463,0.018876916,0.12862073,0.02658469,0.0972658,0.030364012,0.09076996,0.035849728,0.092803,0.06312469,0.06830209,0.047661893,0.061447527,0.043558136,0.060596094,0.043176632,0.061249048,0.044691216,0.11046805,0.102016255,0.40329167,0.41165257,0.12395564,0.18914846,0.35572413,0.39440796,0.44283676,0.44839776,0.4709162,0.47534415,0.4740155,0.48025715,0.33990872,0.12075146,0.43263212,0.44070795,POINT (-89.53466033935547 43.17889404296875)
8,294150.0,4783350.0,9.969209968386869e+36,-89.534546,43.176197,37.894737,11.070248,139.0906,104.04939,35.04122,0.17029516,0.016989816,0.1552385,0.017322294,0.12683025,0.024200711,0.09415064,0.026509447,0.08762918,0.032011252,0.08892334,0.058411453,0.06156917,0.039725058,0.052305434,0.03336747,0.05116847,0.03277142,0.051259592,0.03369942,0.099982694,0.09052357,0.42362115,0.4328171,0.13293213,0.19951124,0.37657154,0.4179969,0.47101498,0.47730076,0.5006649,0.50555414,0.5032656,0.5100459,0.36034182,0.12777883,0.44924018,0.45770383,POINT (-89.5345458984375 43.17619705200195)
9,294150.0,4783050.0,9.969209968386869e+36,-89.53444,43.173496,37.892586,11.064434,139.0887,104.050026,35.03867,0.16928099,0.015465967,0.15447369,0.016219929,0.12548979,0.022416519,0.09243762,0.024390308,0.08543256,0.029325811,0.08650496,0.055472404,0.057390776,0.03479593,0.047184534,0.02765481,0.04587042,0.026919503,0.046090547,0.028007416,0.09688526,0.08712687,0.4361608,0.4458543,0.13597004,0.2062875,0.38846296,0.43143356,0.48509657,0.4917221,0.51311857,0.51818615,0.515513,0.5225053,0.3693733,0.13130271,0.45663732,0.46527013,POINT (-89.53443908691406 43.17349624633789)
