SimDate,EpiPOC_mgC_L,EpiDOC_mgC_L,EpiDO_mgO2_L,EpiDO_sat,EpiNPP_mgC_L,EpiR_mgC_L,EpiT_C,EpiI_w_m2,Secchi_m
2010-01-01,0.2235341094246324,5.17809399598129,12.862844839724767,13.868889081716537,0.023885224574386986,0.006692012669229889,0.7700210906566686,5.227753099026826,3.9251897806356606
2010-01-02,0.21053550118844747,5.174634457052052,12.87153694309275,13.912659370415629,0.002327209867650246,0.006676248862331578,0.6574901944805983,0.5137508409883342,4.047810042836641
2010-01-03,0.19932310965811215,5.171165963045891,12.887916390088936,13.812965029461358,0.004364597265745758,0.006703650396164873,0.9146661618790783,0.9738051056184881,4.156244554330026
2010-01-04,0.1895006808498821,5.168365295799041,12.900419755025592,13.81253946769173,0.004538173146566516,0.006610711234927488,0.9157706159765039,0.9881319407949783,4.259395648461186
2010-01-05,0.18025319607485152,5.165557197620442,12.912942846774579,13.812099973927642,0.004351310431369885,0.006522485951470306,0.9169112873794792,0.9473546805182375,4.361040019485391
2010-01-06,0.17213786362434344,5.163430919661293,12.92563867753462,13.81165087473224,0.004244021162065903,0.0064349683128442,0.9180769517063543,0.9239141220484406,4.458793137007004
2010-01-07,0.16482088560682975,5.16138258111649,12.939857811667977,13.811183700176548,0.004673606713857196,0.006350410435925703,0.919289599084583,1.0172103535714192,4.549833057817063
2010-01-08,0.15733963229042058,5.158882560902706,12.952657079187095,13.810706550654253,0.004063982619868322,0.00627049985712677,0.9205282094378752,0.8843543521498256,4.643817700583396
2010-01-09,0.15095105229449776,5.156612373468367,12.96814205429284,13.810214904787305,0.0049687787534904515,0.00618738587011251,0.9218045251391268,1.081113713117083,4.726229620031033
2010-01-10,0.14527762228511804,5.1544739794794925,12.984749845605988,13.809688311874755,0.005385019394177963,0.006112205910986764,0.9231716479787545,1.1715659508662606,4.801329399265237
2010-01-11,0.14008507250353322,5.152723940696815,13.000006569281378,13.809151071881635,0.0049251148963850265,0.006041510950099283,0.9245665023753856,1.0714125738550917,4.876067232226318
2010-01-12,0.13425132015418206,5.150561936614175,13.011466120682563,13.808642765756842,0.0035288515474751624,0.00597049625283027,0.9258863184542419,0.7675260758379349,4.961733955830451
2010-01-13,0.13006223956161805,5.148957521978992,13.02789933063902,13.808117492478024,0.00532447538672597,0.005891366989640126,0.9272502752000292,1.1578857447262734,5.0249977233542165
2010-01-14,0.12636056196406173,5.147453381955172,13.044934101195,13.807536746702965,0.005643627622864194,0.00582643158657175,0.9287583763640382,1.2271025007619354,5.081752364462944
2010-01-15,0.12262558084361731,5.145839098897526,13.060631752486167,13.806947901357676,0.005269798343542117,0.005765088689633486,0.9302876192355305,1.1456458683382078,5.139713154980472
2010-01-16,0.11961517696631149,5.144440270372121,13.077932589515811,13.806348489077642,0.005973724304925703,0.005702464990437919,0.93184441682229735,1.2984963534640055,5.186856277993701
2010-01-17,0.11696183674390874,5.143120268238605,13.095460041296096,13.805721221654416,0.006223272872973805,0.005646063348412123,0.9334736811769004,1.3525659419388385,5.228605933803977
2010-01-18,0.11439982225422222,5.141774668720824,13.11224296068189,13.805085114244008,0.0061296595082683996,0.00559258756112445,0.9351260331183892,1.3320559235932852,5.26910645990076
2010-01-19,0.11207810771979365,5.140470659727259,13.128893077843635,13.804444936411514,0.006256822227619752,0.0055395919126437695,0.936789087118176,1.3595361839907465,5.305844790838173
2010-01-20,0.1100712401756465,5.13924665701636,13.145735295187416,13.803791681364284,0.0065147323767385705,0.0054886045063420996,0.9384862462537513,1.4154322553248042,5.337433325077545
2010-01-21,0.10801539999772644,5.13795611072016,13.161414278720997,13.803133510465045,0.006282644893289014,0.005440475544564668,0.9401963128253288,1.3648790980936316,5.369957253674852
