,x,y,transverse_mercator,lon,lat,sza,vza,saa,vaa,raa,rhot_400,rhos_400,rhot_412,rhos_412,rhot_443,rhos_443,rhot_490,rhos_490,rhot_510,rhos_510,rhot_560,rhos_560,rhot_620,rhos_620,rhot_665,rhos_665,rhot_674,rhos_674,rhot_682,rhos_682,rhot_709,rhos_709,rhot_754,rhos_754,rhot_762,rhot_765,rhot_768,rhos_768,rhot_779,rhos_779,rhot_865,rhos_865,rhot_884,rhos_884,rhot_899,rhot_939,rhot_1016,rhos_1016,geometry
0,294150.0,4785750.0,9.969209968386869e+36,-89.535446,43.197784,28.862083,19.46879,125.027245,102.55409,22.473158,0.17988351,0.02112047,0.1663443,0.024762793,0.1418205,0.03801437,0.116349354,0.049909335,0.11266965,0.05895861,0.12291463,0.09652605,0.10540984,0.08898361,0.102388196,0.08729811,0.102782406,0.0879269,0.10401536,0.09016459,0.16623579,0.16114245,0.37128076,0.37776235,0.121359296,0.21618052,0.3581437,0.39227727,0.3933903,0.39550692,0.42742988,0.42935273,0.430181,0.43390825,0.29878,0.091616675,0.41971564,0.4260568,POINT (-89.53544616699219 43.197784423828125)
1,294150.0,4785450.0,9.969209968386869e+36,-89.53533,43.195087,28.860416,19.46397,125.02356,102.554474,22.469086,0.17694724,0.016750507,0.16285253,0.01977122,0.13671651,0.03130427,0.10865463,0.04051179,0.104156226,0.048688672,0.114872575,0.08689286,0.090873994,0.07206195,0.08374174,0.06671387,0.08330801,0.06663008,0.0843662,0.06870355,0.15700254,0.1511225,0.41265294,0.42095977,0.1362964,0.24179658,0.39998323,0.439123,0.43859416,0.44189027,0.47360107,0.47622925,0.47592786,0.480494,0.33068138,0.10067336,0.4508436,0.45785627,POINT (-89.53533172607422 43.19508743286133)
2,294150.0,4785150.0,9.969209968386869e+36,-89.53522,43.192387,28.858747,19.45912,125.01988,102.55486,22.465014,0.17419052,0.012639967,0.15930732,0.0146918055,0.13170409,0.024698725,0.10144792,0.03168884,0.09675325,0.03973812,0.10704276,0.07749776,0.07853929,0.05767275,0.067685544,0.048952024,0.066455774,0.0481623,0.067153916,0.049865503,0.1457432,0.13889123,0.41520774,0.42362258,0.13809067,0.24504627,0.40392104,0.4435237,0.44202125,0.44540066,0.47594953,0.47861037,0.4778182,0.48241657,0.3322971,0.10093007,0.44588396,0.45279202,POINT (-89.53521728515625 43.192386627197266)
3,294150.0,4784850.0,9.969209968386869e+36,-89.53511,43.18969,28.857082,19.454304,125.01619,102.55525,22.460936,0.17269945,0.010417576,0.15758277,0.012221027,0.1291975,0.021392433,0.09848523,0.02805783,0.09358208,0.035899945,0.10321165,0.072895944,0.07446295,0.052912258,0.06265196,0.043377336,0.060983438,0.042158306,0.06162223,0.04380427,0.14086732,0.1335906,0.37899998,0.38583362,0.12530272,0.2228771,0.36779875,0.4031023,0.40228504,0.40464613,0.4364308,0.43850034,0.43889424,0.44278967,0.30626482,0.09390389,0.4128403,0.41902795,POINT (-89.53511047363281 43.18968963623047)
4,294150.0,4784550.0,9.969209968386869e+36,-89.534996,43.18699,28.855425,19.449564,125.01248,102.555626,22.456852,0.17251074,0.010144259,0.15728122,0.011795421,0.12924416,0.021459943,0.09853724,0.028125351,0.093489945,0.035791364,0.102655515,0.07222928,0.074881114,0.05340222,0.063558824,0.04438315,0.06195567,0.043226425,0.062872514,0.04517571,0.14003713,0.13268836,0.36308613,0.36918974,0.11920799,0.21256281,0.35121349,0.38450274,0.38487545,0.38675326,0.4189617,0.42074245,0.4219805,0.42554563,0.29499,0.0912678,0.4002796,0.40618238,POINT (-89.53499603271484 43.186988830566406)
5,294150.0,4784250.0,9.969209968386869e+36,-89.53488,43.18429,28.853773,19.44486,125.00877,102.556,22.452768,0.17379014,0.012068844,0.15888049,0.014102967,0.13151854,0.024471093,0.101286605,0.03150206,0.09616099,0.039030183,0.10518542,0.075272135,0.07836509,0.057473302,0.068598695,0.049966216,0.06734538,0.049141042,0.06827794,0.051099617,0.1412947,0.13405664,0.3767502,0.38348225,0.123247504,0.2202974,0.36529937,0.40030125,0.40050384,0.4028167,0.4337933,0.43582028,0.43655282,0.4404033,0.3053227,0.094762415,0.41587222,0.42212754,POINT (-89.53488159179688 43.18429183959961)
6,294150.0,4783950.0,9.969209968386869e+36,-89.534775,43.181595,28.852118,19.440126,125.005066,102.55638,22.448685,0.17435092,0.012917064,0.15989628,0.015570362,0.13292676,0.026336031,0.10286478,0.033440493,0.09782691,0.041050095,0.10558034,0.075748615,0.07958218,0.058895823,0.0720722,0.053812414,0.07151038,0.053709365,0.07236034,0.05557143,0.13455966,0.12673073,0.40406993,0.41201067,0.13318627,0.23740457,0.39280793,0.43110108,0.43233824,0.4354805,0.46264142,0.46511254,0.4646072,0.4689757,0.32419598,0.09996961,0.43289033,0.43951982,POINT (-89.53477478027344 43.18159484863281)
7,294150.0,4783650.0,9.969209968386869e+36,-89.53466,43.178894,28.850462,19.435385,125.00135,102.556755,22.4446,0.17388225,0.012225214,0.1594435,0.01492813,0.13224538,0.025442384,0.101606146,0.031901214,0.096501425,0.039448526,0.10358128,0.07334806,0.076977365,0.055855166,0.068848304,0.05024462,0.06828399,0.05017245,0.0690031,0.05189576,0.12851827,0.120155215,0.4221274,0.43083233,0.1404019,0.24926472,0.412221,0.45279464,0.45356277,0.45721593,0.48190755,0.48464978,0.48306295,0.48774952,0.33638936,0.103200704,0.44088623,0.44768763,POINT (-89.53466033935547 43.17889404296875)
8,294150.0,4783350.0,9.969209968386869e+36,-89.534546,43.176197,28.84881,19.430693,124.997635,102.55713,22.440512,0.1731608,0.011154692,0.1588869,0.01413648,0.13096644,0.023759162,0.10006915,0.03001979,0.09442627,0.036938153,0.10210282,0.07157249,0.07349807,0.051791333,0.06441435,0.045335032,0.063519746,0.04494679,0.06416101,0.04659159,0.12744765,0.11899008,0.43678787,0.44609293,0.14550646,0.2580131,0.42730665,0.46962836,0.4681085,0.47209236,0.49561548,0.49853808,0.4960663,0.5009662,0.34488398,0.105730005,0.4504868,0.4574913,POINT (-89.5345458984375 43.17619705200195)
9,294150.0,4783050.0,9.969209968386869e+36,-89.53444,43.173496,28.84716,19.426004,124.99392,102.557495,22.436422,0.17399678,0.012414942,0.16003245,0.015790064,0.13219038,0.025381211,0.101689234,0.03201033,0.095786564,0.03858891,0.10364081,0.07342347,0.07486723,0.05339263,0.0671805,0.048399843,0.06660278,0.048330314,0.0675084,0.05026026,0.12880851,0.12047257,0.43106067,0.44013354,0.14365843,0.25440335,0.42012066,0.4616123,0.45946077,0.46324995,0.48563954,0.48843175,0.48583692,0.4905696,0.33825263,0.10411764,0.44677284,0.45369905,POINT (-89.53443908691406 43.17349624633789)
