,x,y,transverse_mercator,lon,lat,sza,vza,saa,vaa,raa,rhot_400,rhos_400,rhot_412,rhos_412,rhot_443,rhos_443,rhot_490,rhos_490,rhot_510,rhos_510,rhot_560,rhos_560,rhot_620,rhos_620,rhot_665,rhos_665,rhot_674,rhos_674,rhot_682,rhos_682,rhot_709,rhos_709,rhot_754,rhos_754,rhot_762,rhot_765,rhot_768,rhos_768,rhot_779,rhos_779,rhot_865,rhos_865,rhot_884,rhos_884,rhot_899,rhot_939,rhot_1016,rhos_1016,geometry
0,294150.0,4785750.0,9.969209968386869e+36,-89.535446,43.197784,31.533318,42.280987,119.35774,99.45981,19.897934,0.21412422,0.013454852,0.19710316,0.017311927,0.16476886,0.03163388,0.1292191,0.04290202,0.12270466,0.052522514,0.127258,0.09114214,0.10365662,0.08028274,0.09853055,0.07772218,0.098774604,0.078446105,0.1000828,0.08103228,0.16568904,0.15744501,0.36273256,0.3672853,0.10084509,0.18153523,0.3367785,0.36913052,0.38092548,0.38141397,0.4093921,0.410179,0.41263407,0.41549695,0.28205386,0.08359052,0.39698827,0.40293357,POINT (-89.53544616699219 43.197784423828125)
1,294150.0,4785450.0,9.969209968386869e+36,-89.53533,43.195087,31.530514,42.27049,119.35632,99.46166,19.89466,0.21342117,0.012399918,0.19606395,0.015798502,0.16291907,0.029147647,0.126524,0.039547335,0.11990516,0.049081933,0.12670498,0.090473466,0.098036416,0.0736193,0.09059179,0.0688609,0.09036927,0.06916404,0.091633506,0.071717806,0.16764553,0.15959261,0.41848603,0.42590684,0.11681897,0.21117464,0.38872585,0.42808652,0.4401122,0.44254228,0.4714307,0.4734553,0.4748625,0.4791737,0.32438654,0.095490985,0.44813415,0.4554041,POINT (-89.53533172607422 43.19508743286133)
2,294150.0,4785150.0,9.969209968386869e+36,-89.53522,43.192387,31.53026,42.27503,119.35088,99.461006,19.889881,0.2120059,0.010167699,0.1939594,0.012635427,0.15976316,0.02484101,0.12182102,0.033647176,0.11461312,0.04253585,0.12155091,0.08414696,0.088353135,0.062111735,0.07686593,0.053510655,0.07565848,0.05288842,0.07692102,0.055469632,0.15955926,0.1507242,0.4362507,0.44453287,0.12333167,0.22173318,0.4066047,0.44832227,0.45965403,0.46267125,0.49095708,0.49333122,0.49348634,0.49819502,0.33783057,0.099906914,0.45595923,0.46342427,POINT (-89.53521728515625 43.192386627197266)
3,294150.0,4784850.0,9.969209968386869e+36,-89.53511,43.18969,31.52883,42.272625,119.3473,99.46151,19.885794,0.21091871,0.008475928,0.19298616,0.011187696,0.15851055,0.023140939,0.12045308,0.03193559,0.11280205,0.040298898,0.11777924,0.079518005,0.08567242,0.058925156,0.0740716,0.050384123,0.07262336,0.04952856,0.073383786,0.051560782,0.15243599,0.14290805,0.39493504,0.4011746,0.11092857,0.20016313,0.36791524,0.40449673,0.41490036,0.41653332,0.44681937,0.4483761,0.45010808,0.45386535,0.30809522,0.091397084,0.42064968,0.42721882,POINT (-89.53511047363281 43.18968963623047)
4,294150.0,4784550.0,9.969209968386869e+36,-89.534996,43.18699,31.52725,42.269352,119.34395,99.46216,19.881792,0.21085118,0.008383619,0.19310436,0.011376468,0.15855283,0.023207147,0.120611414,0.032139692,0.11297234,0.04051417,0.11746111,0.07913008,0.08614404,0.059488036,0.075130366,0.051570732,0.07368585,0.05070658,0.07445801,0.052749604,0.15164997,0.14204605,0.38456604,0.3902717,0.107659094,0.19469684,0.3580712,0.39332488,0.40404886,0.40532508,0.4366947,0.4380499,0.43928403,0.44278964,0.30057693,0.08831201,0.41367728,0.42006427,POINT (-89.53499603271484 43.186988830566406)
5,294150.0,4784250.0,9.969209968386869e+36,-89.53488,43.18429,31.525473,42.264915,119.34091,99.463005,19.877907,0.21132337,0.009141099,0.19339918,0.011833874,0.15886141,0.023639278,0.12068811,0.032243412,0.1128532,0.040373024,0.11586821,0.07717695,0.085935995,0.059243243,0.07605916,0.05261227,0.07491821,0.052073054,0.075946376,0.054396503,0.146213,0.13607703,0.3685878,0.37345397,0.10322136,0.186855,0.34263852,0.37579346,0.3865954,0.38728067,0.41671097,0.4176535,0.41870287,0.42171457,0.28604367,0.083348766,0.39753008,0.40348905,POINT (-89.53488159179688 43.18429183959961)
6,294150.0,4783950.0,9.969209968386869e+36,-89.534775,43.181595,31.522348,42.25253,119.33999,99.46518,19.874813,0.21160288,0.00963012,0.19372007,0.012359628,0.1593416,0.024326418,0.12058359,0.032133576,0.11244434,0.03988488,0.11327031,0.07399498,0.0851504,0.058316357,0.07764955,0.054397725,0.07716786,0.05456898,0.07819777,0.056889616,0.13760479,0.12662195,0.35321897,0.35725906,0.09856783,0.178483,0.3270454,0.358059,0.37066695,0.37079465,0.3953363,0.395815,0.3960938,0.3985394,0.27019605,0.07886009,0.37470496,0.38004348,POINT (-89.53477478027344 43.18159484863281)
7,294150.0,4783650.0,9.969209968386869e+36,-89.53466,43.178894,31.52061,42.248314,119.33689,99.46598,19.870909,0.21123251,0.009067871,0.19329518,0.011739298,0.15855183,0.023261715,0.11986147,0.031234866,0.11155653,0.038792145,0.112015836,0.072456166,0.08324237,0.056048892,0.074835494,0.05125031,0.074336566,0.051436257,0.07497728,0.053332254,0.13415359,0.12282883,0.37165788,0.37668777,0.10479551,0.18914615,0.3466052,0.38030222,0.39207417,0.39294758,0.41490576,0.41580963,0.41535974,0.4182889,0.28323707,0.08290171,0.38498017,0.3905998,POINT (-89.53466033935547 43.17889404296875)
8,294150.0,4783350.0,9.969209968386869e+36,-89.534546,43.176197,31.520687,42.25479,119.33093,99.465004,19.865929,0.21194783,0.010159642,0.194619,0.013695033,0.15963297,0.024716686,0.120602265,0.032152746,0.112475306,0.039919637,0.113151535,0.07384662,0.0837308,0.056625944,0.075989194,0.05253845,0.07544096,0.052656077,0.075964265,0.05442031,0.13510163,0.123869196,0.36541453,0.37011188,0.101862006,0.18469831,0.33945388,0.37217337,0.38283816,0.3833935,0.40296218,0.40360883,0.40348765,0.40612093,0.27514282,0.080745414,0.37869102,0.38413918,POINT (-89.5345458984375 43.17619705200195)
9,294150.0,4783050.0,9.969209968386869e+36,-89.53444,43.173496,31.517578,42.242504,119.32999,99.467155,19.862825,0.21292001,0.011730893,0.19486183,0.014103186,0.15988123,0.025087487,0.12093213,0.032587558,0.11237681,0.039815377,0.11266381,0.073258154,0.08352705,0.056391053,0.07630177,0.052893944,0.076045275,0.053330485,0.076833226,0.05538574,0.13421802,0.122901276,0.34962335,0.35346776,0.09794613,0.1767444,0.32397324,0.35456264,0.36375734,0.3636377,0.3829948,0.38319516,0.38305134,0.38515908,0.26104918,0.076418065,0.36353526,0.36856353,POINT (-89.53443908691406 43.17349624633789)
