date,x,y,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8,Comp.9,Comp.10,Comp.11,Comp.12,Comp.13,Comp.14,Comp.15,Comp.16,Comp.17,Comp.18,Comp.19,Comp.20,Comp.21,Comp.22,Comp.23,Comp.24,Comp.25,Comp.26,Comp.27,Comp.28,Comp.29,Comp.30,Comp.31,Comp.32,Comp.33,Comp.34,Comp.35,Comp.36,Comp.37,xy
2020_06_02,496,900,0.00266285084286822,-0.02574441697714103,0.01638623118778148,-0.00613994194617193,2.129583113478688e-4,0.00250182641863837,0.00204790614443378,0.00124790199317308,7.682302570518472e-4,0.00297677985799167,0.00349012287068151,0.00233457496179312,0.00119595746566501,4.056335272937421e-4,-1.7996589800982633e-4,0.00170761880969894,0.00208121022071876,0.00256421745728029,8.718834135940637e-4,0.00177975063992747,7.737932322347189e-4,6.540743246395196e-4,7.548968894345077e-4,0.00110493709411277,5.455807281815369e-4,7.951535905429076e-4,2.396091245903131e-4,-0.00114400284728935,8.907523350069647e-4,2.468601243235569e-5,5.466905360111002e-4,-0.00202977431470762,-3.8796748943016525e-4,6.846257024888852e-5,8.627944654774879e-5,-2.994502014185439e-4,1.1166738702096572e-4,496 900
2020_06_02,494,899,0.00194340084714467,-0.02544501216056967,0.01649964173531029,-0.00664736712557552,1.165778804936706e-4,0.00248664508061589,0.00224698426657948,8.641051745295214e-4,7.538476856911335e-4,0.00332636313477764,0.00324278818354172,0.00212082727630474,0.00122038096361516,6.189526466472315e-4,-1.1912645804969209e-4,0.0017494902135076,0.0020482479457164,0.00265159891553853,7.093613957244278e-4,0.00195097152027352,5.835737853945497e-4,7.513839156310784e-4,5.087191626581775e-4,0.00148836657846565,1.9963270421191636e-4,7.492874611856246e-4,3.6790744259048e-4,-0.00113552849999949,7.769087832985476e-4,1.1710582814025804e-4,7.103598887840099e-4,-0.00204162219877603,-4.1487456798952106e-4,5.40014207216954e-6,1.8895992133664304e-4,-2.020388897415613e-4,1.409191586834503e-4,494 899
2020_06_02,495,899,0.00228034533778178,-0.02577175085390511,0.01629809818668296,-0.00627774997943819,2.4853701909284174e-4,0.00233283969462807,0.00197178575162713,0.00109461305505834,6.748055794731262e-4,0.00314927528873724,0.00338553643566371,0.00237498703291025,0.0013341128094491,6.523567084043048e-4,-1.2999139125237523e-4,0.00183517354119506,0.00203132087443408,0.00254621658907405,7.07223927826491e-4,0.00164286922806776,6.173966508321447e-4,5.977078612749991e-4,6.346496816626422e-4,0.00137367184819252,4.030384724813274e-4,8.433226635713667e-4,3.508204127627591e-4,-0.0011910178028462,7.719171835849704e-4,8.639912052806914e-5,6.769175759500299e-4,-0.00182617786576369,-4.5413444186693125e-4,1.2935781981911567e-4,1.490345687036144e-4,-2.7053534844435326e-4,2.555238399223536e-4,495 899
2020_06_02,496,899,0.00260010110244664,-0.0257389983669847,0.01667228329086553,-0.00655785068367485,1.7660211154562163e-4,0.00238357748913882,0.00211111092089555,0.0010653042764401,7.376408740266462e-4,0.00302916897927982,0.00352912160390466,0.00236803404579634,0.00147816446076277,8.046230346706065e-4,-3.553395294807447e-5,0.00191850749766965,0.00197880180772818,0.00231365581303514,6.554281306137556e-4,0.00181719597286874,7.253657453854859e-4,7.280034576728215e-4,9.72000085175446e-4,0.00102343047900453,6.479424270856542e-4,8.537038571558519e-4,4.698167393011308e-4,-0.00110783917004828,7.704358262593936e-4,3.212470432001571e-5,6.602497632002388e-4,-0.00202966515843698,-3.8287393315157e-4,-1.2674714245041244e-4,1.4691521016432964e-4,-3.2841322501268286e-4,6.045239427397213e-5,496 899
2020_06_02,494,898,0.0029797833463705,-0.02645752557537526,0.01725065598545973,-0.00741917783064946,2.3441373111330807e-4,0.00235432824665373,0.00266622556232861,0.00104928914245977,5.9510535714088e-4,0.00329111699000598,0.00303296934498984,0.00258744750162939,0.00153544602215974,7.132737809555137e-4,5.517367408590702e-5,0.00198275065097128,0.00205344106174472,0.00240054711927862,4.380710676563798e-4,0.00198971251537178,7.923993062701223e-4,9.30705805607768e-4,6.797380215570174e-4,0.00134150000839992,8.849793564974233e-5,5.60092008871729e-4,2.3904724938234552e-4,-0.00101591062331204,8.331579531361145e-4,1.38218982555167e-4,6.881885340881806e-4,-0.0020598775032806,-4.287823267197734e-4,-1.5219645892309774e-4,-3.4411554000733864e-5,-1.87838784406645e-4,3.712647645276674e-4,494 898
2020_06_02,495,898,0.00256481009999648,-0.02568988241656128,0.01653278796005756,-0.00688500296325834,4.218913071109115e-4,0.00241080886866665,0.00213040360270717,9.097177100691816e-4,6.063937288669452e-4,0.00294871979104636,0.0033533850120252,0.00242863439479168,0.00166399652979984,5.934442384638298e-4,1.2187126600200136e-4,0.00188177540425946,0.00194856117858579,0.00242953607079663,6.852085567850125e-4,0.00169795807961836,9.138146219274343e-4,7.989017299157539e-4,6.395597509128059e-4,0.00124794894724756,3.652296696418394e-4,8.682850537348355e-4,4.794693178446511e-4,-0.00112663132980532,8.569690705204893e-4,2.3523663545793705e-4,6.381364557102095e-4,-0.00189898833148514,-5.166097310868297e-4,1.6139360827639344e-4,8.070129479475062e-5,-2.6422758981039347e-4,2.749768020302634e-4,495 898
2020_06_02,497,899,0.003102317162807,-0.02607919986054149,0.01715002558175292,-0.00664053396988408,1.94220487037332e-4,0.00239668733522335,0.00221478533333553,0.00101282424820811,9.33653650211131e-4,0.00293231383288133,0.003665774274924,0.00221856338127282,0.00139697516472289,9.287156697294708e-4,1.7993099477871645e-4,0.00182137254157791,0.00214458497113918,0.00255253624897863,9.94873664440681e-4,0.00181869824138902,9.330184394227574e-4,7.012943645777448e-4,8.912664706025471e-4,0.00137469143325772,5.105900752664051e-4,9.93372808806459e-4,5.171432414435673e-4,-0.00101105585889529,8.838791216374314e-4,5.9253078893750585e-5,5.700697200083097e-4,-0.00196870017157935,-3.9210137679982475e-4,7.985808756660988e-5,1.748100710791056e-4,-2.816446995441132e-4,2.9577065026164585e-4,497 899
2020_06_02,497,898,0.00279933023324574,-0.02615851494155781,0.0169671444986074,-0.00673214625806873,9.03731781949096e-5,0.00226767778933434,0.00224314895571517,9.575172680783743e-4,7.947251128251582e-4,0.00307985641467292,0.00364366867583897,0.00228372948900991,0.00151550113253832,8.258214582876548e-4,3.527854757238552e-5,0.00191734660292797,0.00228612419796458,0.00264353127924177,7.71637285251558e-4,0.00198503972117631,9.260046940258688e-4,7.767149641879121e-4,7.578489663020074e-4,0.0013139494784604,5.120972326099391e-4,8.90121650773377e-4,4.48676756627321e-4,-0.0010348363100189,9.769409181498957e-4,2.0109506260411732e-4,8.092032819191438e-4,-0.00199057365146621,-2.8983669869164157e-4,2.0124640752276573e-4,8.374839429402444e-5,-2.501374238092276e-4,2.975842894644808e-4,497 898
2020_06_02,492,900,0.00181635741474266,-0.02560348973522795,0.01666708653417513,-0.00687319153164311,1.1491396614159913e-4,0.00232744674085746,0.00219382752965584,0.00104508535170092,8.273281497686139e-4,0.00312549853377963,0.00359034418776009,0.0025674632487724,9.785076873128718e-4,6.309794547281912e-4,-2.8497048737334573e-4,0.00183633293829131,0.00217175348896031,0.00261241799483104,5.52261142060963e-4,0.00177369206398335,8.537135434913061e-4,8.590094121466542e-4,9.336644903311728e-4,0.00103360701667832,5.82489135930178e-4,6.330610368285467e-4,1.683713737313848e-5,-0.00112222873805382,0.00100975998487605,1.2379537646085183e-4,6.46292348462203e-4,-0.00193821019665755,-2.5359785808723375e-4,2.054895416201308e-4,1.7167260956573653e-4,-4.323233454938247e-4,2.318474583123117e-4,492 900
2020_06_02,493,900,0.00188807203131201,-0.02557265687125532,0.01645408324296809,-0.00625778589003242,3.2054246612825746e-4,0.00241384787833633,0.00208344677670235,9.80173678477651e-4,9.673444224927438e-4,0.00306228819669755,0.00369391003022017,0.00217558788145639,0.00145644668871058,8.373296055627889e-4,-8.301384784171116e-5,0.00165501798948581,0.00233154871915512,0.00244818055810912,4.677750184904087e-4,0.00186185969917296,8.819020669286844e-4,7.689084873698814e-4,8.637539647776612e-4,9.964156409614127e-4,5.531005753102238e-4,7.744871077861215e-4,1.707982650751013e-4,-0.00116155823191337,8.892374877993019e-4,-3.5200257560588486e-4,7.923992824984869e-4,-0.00185356967831355,-5.742675783856039e-4,1.3983219640986404e-4,-1.1512709909954189e-5,-4.468907982517673e-4,2.8871241768787267e-6,493 900
2020_06_02,492,899,0.00267765229304711,-0.02635095554506619,0.0173785156743913,-0.00747720313425278,4.14405124311728e-4,0.0023336308599056,0.00231642252892775,0.00117891557135321,6.003688074565749e-4,0.00297131207771816,0.00361055448658062,0.00260328332719546,0.00111598337450172,8.678325892935127e-4,-1.2723231944659547e-4,0.00165370810128497,0.00187423968242112,0.0028245764932609,9.903870344581103e-4,0.00190527474249079,8.339917788564055e-4,3.977389374438418e-4,0.00102485010938891,0.00107419417324764,4.7696810837331095e-4,7.188688037196275e-4,1.5783443001657314e-4,-9.297795172187538e-4,9.895379775446498e-4,9.966205433598044e-5,4.388935871482661e-4,-0.00187733989059602,-4.2304899181096255e-4,4.890297277329392e-5,5.456199270589302e-6,-1.993506413876174e-4,6.930896861114581e-5,492 899
2020_06_02,493,899,0.00229902371442472,-0.0258589937239228,0.01686028577593526,-0.00724692794879225,3.463647686516995e-4,0.00236615319937642,0.00228340153520653,0.0010209817032139,9.89859014791474e-4,0.00306816065368727,0.00360954708119334,0.00232084412985174,0.00141991348516417,8.488095512999878e-4,-2.056353407907098e-4,0.00176857651397306,0.00222497448787274,0.00259988306029988,6.675906952151362e-4,0.00192634692319937,6.625207146396464e-4,7.831210954302663e-4,7.863196926358273e-4,0.00116554404364174,4.971690816170737e-4,8.441784150740756e-4,2.3544990258434587e-4,-0.00126228657167251,8.185599854525886e-4,-3.403567319745994e-5,6.929030592295684e-4,-0.00197016388487847,-4.405867718773738e-4,1.0941737840025172e-4,-1.2174925992188296e-4,-3.450763189769382e-4,1.192864076306461e-4,493 899
2020_06_02,492,898,0.00343885440131324,-0.02626904266169828,0.01701586528466115,-0.0068577306418079,1.2262405607867425e-4,0.00201400279667422,0.00236233680906691,0.00115562968261184,5.867224105374569e-4,0.00297146845723899,0.00365656859049912,0.00266073432164301,0.00141257906414867,8.102246752999717e-4,-1.3187503605518013e-4,0.00204518343311048,0.00213924997870424,0.00242808556085527,8.556951075485338e-4,0.00194053275828681,7.371089300943486e-4,5.91689747354539e-4,9.256835207909096e-4,0.00123751137783406,4.259000875567041e-4,7.499939855307527e-4,4.503086849529674e-4,-8.689958747592076e-4,9.391097912111628e-4,4.593874219932098e-5,4.1412677318240136e-4,-0.00193642992236536,-4.6517271815620255e-4,-1.4241778946344915e-5,1.3164635190433196e-5,-3.46703204021544e-4,2.25830401773434e-4,492 898
2020_06_02,493,898,0.00325499068820723,-0.02631032282126586,0.01718673464972617,-0.00777568579033264,2.1690776806850337e-4,0.00221409583317875,0.00255642528482045,0.0012098915073648,8.247387438140795e-4,0.00311359595667871,0.00361148126944213,0.00247880669260565,0.00140233215876394,8.454194227156642e-4,-2.4101083190794395e-4,0.00187730231014581,0.00216185956882713,0.00273706938135667,8.285014230320799e-4,0.00191206513991692,5.263919059631261e-4,8.177372265750594e-4,8.079353720862037e-4,0.00125716568611783,4.6807834898351974e-4,8.255455270276911e-4,2.0751600257809617e-4,-0.00124093420702514,9.5624310376354e-4,3.270536291138647e-4,6.097937555351899e-4,-0.00204709943063318,-4.04314165123482e-4,1.7187540983995326e-5,-1.8456232556686805e-4,-2.6245644556202607e-4,3.041268735907563e-4,493 898
2020_06_02,492,897,0.00335179465747227,-0.02611761664365681,0.0167860623238341,-0.00629208130152975,9.337447263511338e-6,0.00208951801963063,0.00222164987789407,0.00116932535055438,6.441918855648211e-4,0.00318163692100903,0.0034878679122343,0.00245469292927378,0.00134556524459702,5.678025780778168e-4,-8.07234970510231e-5,0.00183529121709711,0.00217319994657665,0.002511505316942,8.513060949480022e-4,0.00194858457508827,7.428422607411829e-4,8.091306322580609e-4,8.447450576310807e-4,0.0013576427764222,4.427578756639079e-4,6.307170911212043e-4,2.48621893472367e-4,-0.00103856653747306,0.00109890620015622,1.8886189887291945e-4,6.662147788673723e-4,-0.00206140968575968,-5.125325142595385e-4,-1.41424493930006e-5,1.234836995486727e-4,-3.694222827025768e-4,2.5696935950122194e-4,492 897
2020_06_02,496,898,0.00213316569525854,-0.0256631707635676,0.01636559852910633,-0.00675741946431966,3.470436253911981e-4,0.00238759428526506,0.00216455367612387,8.19486186118001e-4,7.357000932480777e-4,0.00291800738944835,0.00339381137874879,0.00200196034908193,0.00138848692510013,4.742976433690003e-4,-6.827020781808233e-5,0.00185056524420148,0.00196379373053643,0.00283574666317856,8.702652150477271e-4,0.00187940951877939,7.796107129368262e-4,5.456058794099094e-4,7.041327888975781e-4,0.00123314426576189,3.7448473131552855e-4,9.035644577581548e-4,6.985774594187419e-4,-0.00117278075669893,4.588691452121884e-4,-1.1145030294016686e-4,5.458495025241416e-4,-0.00190991993662259,-5.87189112919984e-4,1.332590825720922e-5,7.401671524056514e-5,-2.0491814699823052e-4,2.3423289544164503e-4,496 898
2020_06_02,494,897,0.00368331534033956,-0.02665793755384934,0.01737238509690579,-0.00763130491332311,1.2967554712129455e-4,0.00216339970313913,0.00264003637794652,0.00107370692451105,3.567338826920124e-4,0.00294833816916958,0.00322920492608132,0.00258066142779026,0.0014889521422032,0.00100182511077271,1.5024918377859692e-4,0.00186547351390871,0.00185069909606143,0.0026961832140061,6.641771147984483e-4,0.00196671709838593,0.00114154199863108,9.091070632977496e-4,8.653357651055068e-4,0.00106852200959941,2.9571750833166493e-4,7.607248564050882e-4,3.8170885130891065e-4,-8.82755492343664e-4,7.653720655741286e-4,1.637764538273321e-5,6.864406831251393e-4,-0.00201845729616554,-3.6547027452362335e-4,-6.798650608148677e-5,-4.092842469205556e-5,-2.0088301396307135e-4,3.639238781486454e-4,494 897
2020_06_02,495,897,0.00340609747590471,-0.02629316777557918,0.01755404069442579,-0.00777450931608643,3.517794756663634e-4,0.00256612557636068,0.00267895352590687,9.840903812803295e-4,7.670197352734894e-4,0.00312438324794657,0.00329038069283585,0.0026516222509196,0.00200348862608506,9.129654811602468e-4,1.287842218049468e-4,0.00177909805436024,0.00211052570443571,0.00222058774588335,4.030525336241157e-4,0.00195046754737106,0.00107619916761577,9.720098523768972e-4,9.54863874926716e-4,8.59842766530226e-4,5.725787354830669e-4,8.57020113476048e-4,7.40240210682913e-4,-9.223359691940712e-4,0.00102009223921299,1.04623448404794e-4,6.107974692820933e-4,-0.00193971717306931,-3.413127405364947e-4,1.8873809758334075e-4,7.953984398189979e-5,-3.0951668327413727e-4,1.943689671047503e-4,495 897
2020_06_02,496,897,0.00249578278742533,-0.02618605156789806,0.01680732638157645,-0.00735744250690581,3.900096268472857e-4,0.00239750432940299,0.00234125983729531,7.879375154772344e-4,7.689315341839538e-4,0.00299291015027929,0.00344078990019626,0.00226482170527093,0.00152075806740365,6.655464837379369e-4,-6.228453511856957e-5,0.00188543441550937,0.00201232812445343,0.00278962963411097,7.533982673194445e-4,0.00182439924444864,7.975984545392785e-4,5.855622854972181e-4,8.099809105479517e-4,0.00112051906874819,4.4614051096516686e-4,9.3988109174428e-4,6.980487310676609e-4,-0.00102177345056787,6.390731153323402e-4,-1.8460061505978803e-4,4.679588694291928e-4,-0.00189575972710238,-4.406076920732751e-4,1.887636768243575e-4,6.369735547074707e-6,-2.282028234239487e-4,2.3504356174570208e-4,496 897
2020_06_02,494,896,0.00390989065433833,-0.02641265845307661,0.01697952022971006,-0.00732056404319357,8.549538743992971e-5,0.00214382249825845,0.00240412892319462,0.00118405456651233,2.8060091825219346e-4,0.0028492615971591,0.00340359775232725,0.00248745600744832,0.00144848560203736,0.00114670701308827,1.26530586775342e-4,0.0018203547524045,0.001783851451073,0.00278905029840617,8.514819718115452e-4,0.00185951263547563,0.00117412092553374,7.673937212423125e-4,8.594986951907998e-4,9.938749075209096e-4,4.1762226557761934e-4,9.375073346919612e-4,4.544001534823949e-4,-8.571975436806626e-4,7.513696932609729e-4,4.688291011265315e-5,6.598870798659367e-4,-0.00188156244449792,-2.739868370395673e-4,6.683177643314634e-5,-2.6279199839213903e-5,-1.914220952130219e-4,2.5762029566241324e-4,494 896
2020_06_02,495,896,0.00405562806896688,-0.02691848896555974,0.01749303093389347,-0.00758312703202658,1.6987251502436696e-4,0.00209158793326391,0.00238399261790573,0.00102258118546236,7.330997874742853e-4,0.00281855812282068,0.00397144878333927,0.00231994058940427,0.00134598144810769,8.245314144053328e-4,7.895155608444426e-6,0.0017826371670998,0.0017991681937609,0.00256752109870287,6.501778300690359e-4,0.00182587597385508,0.00127661013409004,7.690290312735187e-4,0.00107772078054539,0.0011409580296606,6.809876568109134e-4,6.546893679720284e-4,6.765345721059941e-4,-8.745328571873533e-4,8.954869299021914e-4,6.2217851740532505e-6,8.423776513223336e-4,-0.00185174487286282,-1.602998497795455e-4,2.573754362638193e-5,-1.1241418894901426e-4,-4.6315746277360135e-4,2.231039485427753e-4,495 896
2020_06_02,496,896,0.00342464932059271,-0.02707364312191895,0.0173345879876631,-0.00761241361483208,3.0052688263822137e-4,0.00235589590915297,0.00223488789230824,8.35127437238087e-4,7.744104243874665e-4,0.00310283189222619,0.00347962191262169,0.00275578746969883,0.00162613801109301,9.955129937113017e-4,5.4028993493509565e-5,0.00193759400863595,0.00204813356330459,0.00251291694789136,5.429903312031255e-4,0.00177233129797702,7.885510883539364e-4,7.193248101019724e-4,9.608801565153284e-4,0.00103424191625905,6.594487973156717e-4,0.00110856288896622,4.362088530066082e-4,-8.267915556243166e-4,9.61580963763753e-4,-5.1138507508528824e-5,5.48574617697746e-4,-0.00197167003137383,-1.7188617604254884e-4,2.6836376792705856e-4,-6.278970516974838e-5,-4.0177324287223834e-4,9.14045634438008e-5,496 896
2020_06_02,497,897,0.00234105125916106,-0.02608108792825646,0.01666442965694321,-0.00682103474099809,-2.403579126208809e-5,0.00221225619041047,0.00207681183690095,0.00108979690756941,6.650567609336444e-4,0.00324021311909125,0.00361074118366628,0.00218628824295114,0.00156048295292004,4.98658453700136e-4,-5.411926578100669e-5,0.00171386029890702,0.0025307805986938,0.00290155598634242,7.158830825853046e-4,0.00180234351018207,5.331985793633497e-4,6.497260638304844e-4,6.678448186856846e-4,0.00124583229303618,3.7773269770386846e-4,8.136628149459284e-4,2.290186562078037e-4,-0.00116962983827712,9.140228884185792e-4,3.337182509263395e-4,8.518022641222633e-4,-0.00210145826491474,-9.924438597251904e-5,1.717228674343062e-4,-6.367692719324875e-6,-3.3510029280062187e-4,2.3519608573291175e-4,497 897
2020_06_02,493,897,0.00404119454301293,-0.02634507679210526,0.0169199251892186,-0.00709261238224609,-1.9342612569403652e-4,0.00209006822885842,0.00235973067788803,0.0011148359556808,4.2043974489579906e-4,0.00302589644016544,0.00382113954735377,0.00237958549558668,0.00156406895056657,8.803413085267932e-4,-5.224749039279356e-5,0.00178395720342116,0.00211872049755176,0.00244267524510861,5.69544851478126e-4,0.00181463502695598,8.869117932561822e-4,6.820865885242821e-4,9.304993037318712e-4,0.00123330971730373,4.432694257772683e-4,8.02279017361888e-4,-8.96430500528452e-6,-0.00118240646596476,0.00107344928037249,2.350619146481567e-4,6.948443421948333e-4,-0.00208347400775334,-5.384606739073517e-4,3.0853780960227173e-6,-2.836239636731962e-5,-4.458101785463662e-4,2.6195305261047624e-4,493 897
