date,x,y,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8,Comp.9,Comp.10,Comp.11,Comp.12,Comp.13,Comp.14,Comp.15,Comp.16,Comp.17,Comp.18,Comp.19,Comp.20,Comp.21,Comp.22,Comp.23,Comp.24,Comp.25,Comp.26,Comp.27,Comp.28,Comp.29,Comp.30,Comp.31,Comp.32,Comp.33,Comp.34,Comp.35,Comp.36,Comp.37,xy
2020_06_02,494,902,0.00236002694388224,-0.0257496847818017,0.01649694944126937,-0.00592959366891287,-1.2939767749128631e-5,0.00253335526927412,0.00224865543046608,9.381663163597104e-4,6.437133288342067e-4,0.0030600301036474,0.00365305684628007,0.00194762308179617,0.00113350248527196,6.733736179983189e-4,-8.146780110866923e-6,0.00160597724245507,0.00214765625558268,0.0028216370668308,8.446309136012119e-4,0.00201226705251945,9.98577305594595e-4,6.178249640009836e-4,9.131557601920488e-4,0.00135477820154487,5.202010751595875e-4,7.571110886169424e-4,5.396600569381099e-4,-9.310358750598616e-4,0.00106045587781378,1.905776719241369e-4,7.563631923970362e-4,-0.00180773095364877,-4.992658475187525e-4,1.0527417994113148e-4,1.9134856296990375e-4,-2.1550687272752303e-4,1.8136502400205803e-4,494 902
2020_06_02,495,902,0.00232961432814489,-0.02573628489452199,0.01622720779125351,-0.00592957559789727,-6.049903099356402e-5,0.00232567658707805,0.00229799139226057,0.00103945007351812,6.73556620526999e-4,0.00308042694950445,0.00380114764386435,0.00211837996638474,0.00120442740687423,8.111134082262791e-4,-1.0130491694439142e-4,0.00160071402928564,0.00211758272584861,0.00250229256984584,6.161632138146004e-4,0.00172387721705567,7.280849510578841e-4,6.021052520072138e-4,8.587336144882749e-4,0.00111463922155049,6.334124689060093e-4,7.205512868090402e-4,3.916784489826806e-4,-0.00108902648675226,8.812497384256133e-4,1.314376178750919e-4,4.417023517127355e-4,-0.00207978034021148,-4.0345309679720547e-4,7.614301515069615e-5,8.477736321096355e-5,-2.4837932153284073e-4,1.5406709444196168e-4,495 902
2020_06_02,494,901,0.00225523438113874,-0.02566448631770192,0.01641945364971964,-0.00560244800688878,4.1592609131724286e-5,0.00259478703481599,0.00222073620778562,0.00104323937039259,7.105287039475871e-4,0.00309789443239098,0.00366184113955351,0.00182064580981105,0.00124881392416772,6.582149797682438e-4,-1.2556546095276383e-5,0.00163934914744764,0.00219147411258032,0.00288860657537987,7.860300899422127e-4,0.00195344743711252,8.852017952602608e-4,6.870897123024691e-4,8.778735163543251e-4,0.00124350329690421,5.741558678411347e-4,6.95430355034912e-4,4.60608148307977e-4,-0.00101123205975958,0.00100120889528724,9.700160828879043e-5,8.270808062337343e-4,-0.00187110887810969,-4.655991753733421e-4,1.0213597290569374e-4,1.2206556667326302e-4,-1.846096642864648e-4,1.796321935965761e-4,494 901
2020_06_02,492,901,0.00206274776702322,-0.0257448383204748,0.01663969073488596,-0.00635711975286484,1.592606156742915e-4,0.0023235198619992,0.00212433912778274,0.00120636378005159,7.159242940132704e-4,0.00309922080859436,0.00343952864917996,0.00245337728399473,0.00113845989820333,5.783778940864224e-4,-2.9411015903969395e-4,0.00170265970141673,0.00231942969050142,0.00251494861663156,5.960302618740494e-4,0.00179069476824798,7.765262181279375e-4,7.993445404054092e-4,8.296966559908888e-4,0.00119336864121784,3.114746245387622e-4,5.749096747056056e-4,1.8849154763661276e-4,-9.328459308950504e-4,0.00103817299725344,4.71764749778258e-5,4.902875586744158e-4,-0.00206931040957545,-3.793108028395079e-4,-4.802221823801514e-5,1.3388099210514208e-4,-3.049241489474597e-4,2.181033422141584e-4,492 901
2020_06_02,493,901,0.00212853400083465,-0.02562887589149659,0.01629891327737853,-0.00567710288630295,2.104250161587123e-4,0.0024001823143947,0.00222395511156279,0.00134506775727209,9.056632849168344e-4,0.00310046638109271,0.0034939987528641,0.00230628077403695,0.00118702679772059,6.573707013144402e-4,6.0263038204334286e-6,0.00169062456614181,0.00236167644458211,0.00253703363928771,4.6305779199780816e-4,0.00184490243212948,6.531852064759052e-4,7.726211052202617e-4,7.920989680374278e-4,0.0011913834289203,4.549411906395501e-4,6.824815258800528e-4,2.8935483778987845e-4,-9.78394875978405e-4,0.00108730549639185,-8.985829516088269e-5,7.014683914467391e-4,-0.00183432686078345,-4.6827053090988703e-4,-1.0295567539720372e-4,1.0577427251055638e-4,-1.5028947129490402e-4,1.256501554342384e-4,493 901
2020_06_02,497,900,0.0030451871845418,-0.02599618080840546,0.01667386434345278,-0.00640757693147687,7.629530001223446e-5,0.0024527195465921,0.00209654692763072,0.00114224092782181,7.9713329017273e-4,0.00285676509452742,0.00355119742317737,0.00219845461913755,0.00119678744545109,6.368000020054431e-4,2.811083743589184e-6,0.00157842484486053,0.0020528375097763,0.00264948913431646,8.625409143754344e-4,0.00160888420294924,6.363996830313894e-4,7.035888531333969e-4,8.327266231038507e-4,0.001319744172865,2.1591012613604007e-4,8.030787047270902e-4,3.0628183595505614e-4,-9.7375522489059e-4,8.966699598487274e-4,-4.71344009909672e-5,5.018190337905766e-4,-0.00194334202951762,-4.328037236196967e-4,5.588607667368138e-5,1.2363531545491027e-4,-2.13452324738226e-4,1.0741106112519303e-4,497 900
2020_06_02,495,901,0.00233469778988951,-0.02590542257990857,0.01631322278307377,-0.00580465867799458,2.365606832636543e-4,0.00258692148506037,0.00214814270598328,0.00105104839353733,7.92063031725298e-4,0.00317581112692675,0.00355352648580992,0.00207391411987139,0.00111313028945283,7.570388424061413e-4,-1.5588678695896077e-4,0.00154062291296548,0.00193540815391651,0.00249787751922329,7.071639908936494e-4,0.00179788263667857,7.918565500486717e-4,6.381184075594428e-4,8.769957588663616e-4,0.001174417475597,8.803854508475629e-4,6.558685084878407e-4,2.6720146186647736e-4,-0.00112734400537989,0.00101739358558733,9.2154711110986e-5,4.416509122916453e-4,-0.00211148653576572,-2.398248890257823e-4,2.1239030324084963e-4,2.9023616212449724e-4,-4.154117910131468e-4,2.500634150560624e-4,495 901
2020_06_02,496,901,0.00272849143782239,-0.02579311032904584,0.01623153963576988,-0.00588746989228154,3.15005913490361e-4,0.00244237235883165,0.0021398126480841,0.00118060959521089,7.147635947236698e-4,0.00298460699897056,0.0034650207590666,0.00227536927947154,0.00108871872802134,5.311100945758821e-4,-2.095659108201904e-4,0.00168614863832686,0.00225040679796249,0.00244866828440889,6.832990662684407e-4,0.00169834835399047,7.31617482682566e-4,6.107818178766943e-4,6.122648566964918e-4,0.00120414388274791,5.621930257978692e-4,8.280065843139553e-4,3.4742198745326634e-4,-0.00121248761092154,9.083863393482896e-4,1.2731908025606555e-4,4.846162884649812e-4,-0.00198970418980012,-3.412464451766703e-4,-8.428735217726821e-5,-3.9807529891701495e-5,-3.3256554007783293e-4,9.248127392637328e-5,496 901
2020_06_02,494,900,0.00220927913347425,-0.02563090233393023,0.01646348034489614,-0.00582783147509238,1.435084887484205e-4,0.00255709759912989,0.00222155875129144,0.00116129362855631,6.575004547711388e-4,0.00331007014091156,0.00354714585312964,0.00181963058933852,0.00126467939690943,5.860231390114509e-4,-8.401425231583833e-5,0.00165254617914821,0.00224486018634887,0.00275790227181831,7.796294224280453e-4,0.00187702139574432,6.52105693966065e-4,6.72972693266584e-4,6.838883165957713e-4,0.00126017819758671,3.6069039234730546e-4,9.809727862939077e-4,4.2543759583704455e-4,-0.00116741747478987,8.095853152745387e-4,-3.297899276535571e-5,8.490599558791577e-4,-0.00186936350218293,-4.531816978497662e-4,9.371072605512663e-5,4.465678773449801e-5,-1.7645035442213656e-4,1.9632000563934909e-4,494 900
2020_06_02,495,900,0.00227968196177918,-0.02592621058560747,0.01632048141009321,-0.00585959192112835,1.748225023079814e-4,0.0023983578145162,0.00200280757569066,0.00117532826613219,7.469574974458567e-4,0.00320837335925668,0.00347263769127611,0.00225092497757839,0.00122547275374067,7.547136592660932e-4,-1.9018185024547617e-4,0.00169521915631745,0.00206104161524958,0.00255579864467398,6.860978097440334e-4,0.00168168730401423,6.059799612492082e-4,5.321350808760193e-4,7.548725649043395e-4,0.00126690531489976,6.075870851701483e-4,8.319539803906422e-4,3.2500241497997835e-4,-0.00116533614154219,8.192416460862936e-4,2.9511183643896865e-5,6.634321825190445e-4,-0.00186020806154224,-3.5160209015093333e-4,1.6171274097525929e-4,2.336548443391335e-4,-3.1165078896287703e-4,2.3748497390298115e-4,495 900
